defined_class	defined_class_name	entity	entity_name	attribute	attribute_name
OBA:0004399		CL:0000670	primordial germ cell	PATO:0000051	morphology
OBA:0004402		UBERON:0003967	cutaneous elastic tissue	PATO:0000051	morphology
OBA:0004403		UBERON:0004034	cutaneous microfibril	PATO:0000051	morphology
OBA:0004410		UBERON:0005343	cortical plate	PATO:0000051	morphology
OBA:0004411		UBERON:0004035	cortical subplate	PATO:0000051	morphology
OBA:0004420		UBERON:0004040	cortical intermediate zone	PATO:0000051	morphology
OBA:0004423		CL:1001474	medium spiny neuron	PATO:0000051	morphology
OBA:0004431		UBERON:0000080	mesonephros	PATO:0000051	morphology
OBA:0004432		UBERON:0004043	semicircular canal ampulla	PATO:0000051	morphology
OBA:0004434		UBERON:0002315	gray matter of spinal cord	PATO:0000051	morphology
OBA:0004435		CL:0002083	type I cell of adrenal medulla	PATO:0000051	morphology
OBA:0004449		UBERON:0004044	anterior visceral endoderm	PATO:0000051	morphology
OBA:0004450		UBERON:0001869	cerebral hemisphere	PATO:0000051	morphology
OBA:0004456		GO:0043195	terminal bouton	PATO:0000051	morphology
OBA:0004490		UBERON:0002205	manubrium of sternum	PATO:0000051	morphology
OBA:0004491		UBERON:0001046	hindgut	PATO:0000051	morphology
OBA:0004492		UBERON:0004045	tailgut	PATO:0000051	morphology
OBA:0004493		CL:0002495	fetal cardiomyocyte	PATO:0000051	morphology
OBA:0004495		CL:0000038	erythroid progenitor cell	PATO:0000051	morphology
OBA:0004496		UBERON:0004221	intestine smooth muscle	PATO:0000051	morphology
OBA:0004501		GO:0005730	nucleolus	PATO:0000051	morphology
OBA:0004505		UBERON:0001930	paraventricular nucleus of hypothalamus	PATO:0000051	morphology
OBA:0004506		UBERON:0001929	supraoptic nucleus	PATO:0000051	morphology
OBA:0004507		UBERON:0002034	suprachiasmatic nucleus	PATO:0000051	morphology
OBA:0004508		UBERON:0002634	anterior nucleus of hypothalamus	PATO:0000051	morphology
OBA:0004513		CL:0000501	granulosa cell	PATO:0000051	morphology
OBA:0004519		GO:0016605	PML body	PATO:0000051	morphology
OBA:0004520		GO:0016607	nuclear speck	PATO:0000051	morphology
OBA:0004521		GO:0015030	Cajal body	PATO:0000051	morphology
OBA:0004522		GO:0005652	nuclear lamina	PATO:0000051	morphology
OBA:0004523		GO:0036126	sperm flagellum	PATO:0000051	morphology
OBA:0004526		GO:0001669	acrosomal vesicle	PATO:0000051	morphology
OBA:0004535		UBERON:0004046	anterior definitive endoderm	PATO:0000051	morphology
OBA:0004536		UBERON:0001922	parafascicular nucleus	PATO:0000051	morphology
OBA:0004537		UBERON:0001924	paracentral nucleus	PATO:0000051	morphology
OBA:0004538		UBERON:0001923	central medial nucleus	PATO:0000051	morphology
OBA:0004539		UBERON:0001927	medial geniculate body	PATO:0000051	morphology
OBA:0004540		UBERON:0001920	paraventricular nucleus of thalamus	PATO:0000051	morphology
OBA:0004546		CL:0000326	glycogen accumulating cell	PATO:0000051	morphology
OBA:0004547		CL:0002499	spongiotrophoblast cell	PATO:0000051	morphology
OBA:0004548		UBERON:0001750	lacrimal apparatus	PATO:0000051	morphology
OBA:0004549		UBERON:0002392	nasolacrimal duct	PATO:0000051	morphology
OBA:0004553		UBERON:0001280	liver parenchyma	PATO:0000051	morphology
OBA:0004554		UBERON:0004647	liver lobule	PATO:0000051	morphology
OBA:0004555		UBERON:0006729	liver perisinusoidal space	PATO:0000051	morphology
OBA:0004556		UBERON:0001281	hepatic sinusoid	PATO:0000051	morphology
OBA:0004557		CL:0000632	hepatic stellate cell	PATO:0000051	morphology
OBA:0004558		UBERON:0001283	bile canaliculus	PATO:0000051	morphology
OBA:0004559		UBERON:0001171	portal lobule	PATO:0000051	morphology
OBA:0004560		UBERON:0001279	portal triad	PATO:0000051	morphology
OBA:0004566		UBERON:0003467	sesamoid bone of gastrocnemius	PATO:0000051	morphology
OBA:0004574		UBERON:0003547	brain meninx	PATO:0000051	morphology
OBA:0004575		UBERON:0003292	meninx of spinal cord	PATO:0000051	morphology
OBA:0004576		UBERON:0002092	brain dura mater	PATO:0000051	morphology
OBA:0004577		UBERON:0003549	brain pia mater	PATO:0000051	morphology
OBA:0004578		UBERON:0000315	subarachnoid space	PATO:0000051	morphology
OBA:0004579		UBERON:0002898	chiasmatic cistern	PATO:0000051	morphology
OBA:0004580		UBERON:0004047	basal cistern	PATO:0000051	morphology
OBA:0004581		UBERON:0004048	pontine cistern	PATO:0000051	morphology
OBA:0004582		UBERON:0004049	cerebellomedullary cistern	PATO:0000051	morphology
OBA:0004583		UBERON:0004050	subarachnoid cistern	PATO:0000051	morphology
OBA:0004584		UBERON:0005974	posterior cerebellomedullary cistern	PATO:0000051	morphology
OBA:0004585		UBERON:0004051	lateral cerebellomedullary cistern	PATO:0000051	morphology
OBA:0004586		UBERON:0004052	quadrigeminal cistern	PATO:0000051	morphology
OBA:0004592		UBERON:0003631	pedal digit 1	PATO:0000051	morphology
OBA:0004595		UBERON:0000159	anal canal	PATO:0000051	morphology
OBA:0004596		UBERON:0001244	internal anal sphincter	PATO:0000051	morphology
OBA:0004602		UBERON:0003974	upper part of vagina	PATO:0000051	morphology
OBA:0004607		UBERON:0002451	endometrial gland	PATO:0000051	morphology
OBA:0004610		UBERON:0001299	glans penis	PATO:0000051	morphology
OBA:0004611		UBERON:0006435	os penis	PATO:0000051	morphology
OBA:0004622		UBERON:0007329	pancreatic duct	PATO:0000051	morphology
OBA:0004624		UBERON:0001263	pancreatic acinus	PATO:0000051	morphology
OBA:0004636		CL:0000696	PP cell	PATO:0000051	morphology
OBA:0004638		CL:0005019	pancreatic epsilon cell	PATO:0000051	morphology
OBA:0004643		UBERON:0003135	male reproductive organ	PATO:0000051	morphology
OBA:0004644		UBERON:0004053	external male genitalia	PATO:0000051	morphology
OBA:0004647		UBERON:0004054	internal male genitalia	PATO:0000051	morphology
OBA:0004650		UBERON:0003134	female reproductive organ	PATO:0000051	morphology
OBA:0004651		UBERON:0003975	internal female genitalia	PATO:0000051	morphology
OBA:0004657		UBERON:0005344	peritoneal vaginal process	PATO:0000051	morphology
OBA:0004660		UBERON:0002197	median eminence of neurohypophysis	PATO:0000051	morphology
OBA:0004673		UBERON:0003977	utricle duct	PATO:0000051	morphology
OBA:0004674		UBERON:0003979	utricle valve	PATO:0000051	morphology
OBA:0004676		UBERON:0003980	cerebellum fissure	PATO:0000051	morphology
OBA:0004687		UBERON:0004055	primitive pit	PATO:0000051	morphology
OBA:0004688		UBERON:0004056	primitive groove	PATO:0000051	morphology
OBA:0004694		UBERON:0003981	primordial ovarian follicle	PATO:0000051	morphology
OBA:0004695		UBERON:0000035	primary ovarian follicle	PATO:0000051	morphology
OBA:0004696		UBERON:0000036	secondary ovarian follicle	PATO:0000051	morphology
OBA:0004697		UBERON:0003982	mature ovarian follicle	PATO:0000051	morphology
OBA:0004698		UBERON:0000155	theca cell layer	PATO:0000051	morphology
OBA:0004699		UBERON:0000157	theca interna	PATO:0000051	morphology
OBA:0004700		UBERON:0000156	theca externa	PATO:0000051	morphology
OBA:0004705		GO:0002177	manchette	PATO:0000051	morphology
OBA:0004707		GO:0005783	endoplasmic reticulum	PATO:0000051	morphology
OBA:0004708		UBERON:0007615	prostate gland ventral lobe	PATO:0000051	morphology
OBA:0004709		UBERON:0008808	prostate gland dorsolateral lobe	PATO:0000051	morphology
OBA:0004710		UBERON:0003906	cardiac jelly	PATO:0000051	morphology
OBA:0004711		CL:0002482	dermal melanocyte	PATO:0000051	morphology
OBA:0004715		UBERON:0004057	skeletal muscle fiber triad	PATO:0000051	morphology
OBA:0004729		UBERON:0002434	pituitary stalk	PATO:0000051	morphology
OBA:0004730		UBERON:0015139	infundibulum of gallbladder	PATO:0000051	morphology
OBA:0004731		UBERON:0003984	uterine tube infundibulum	PATO:0000051	morphology
OBA:0004732		CL:0011003	magnocellular neurosecretory cell	PATO:0000051	morphology
OBA:0004739		UBERON:0004638	blood vessel endothelium	PATO:0000051	morphology
OBA:0004740		UBERON:0002029	epithelium of gall bladder	PATO:0000051	morphology
OBA:0004741		UBERON:0001152	cystic duct	PATO:0000051	morphology
OBA:0004742		UBERON:0004058	biliary ductule	PATO:0000051	morphology
OBA:0004743		UBERON:0001174	common bile duct	PATO:0000051	morphology
OBA:0004744		UBERON:0001175	common hepatic duct	PATO:0000051	morphology
OBA:0004745		UBERON:0003704	intrahepatic bile duct	PATO:0000051	morphology
OBA:0004746		UBERON:0003703	extrahepatic bile duct	PATO:0000051	morphology
OBA:0004747		UBERON:0001282	intralobular bile duct	PATO:0000051	morphology
OBA:0004748		UBERON:0001246	interlobular bile duct	PATO:0000051	morphology
OBA:0004749		UBERON:0005171	hepatic duct	PATO:0000051	morphology
OBA:0004750		UBERON:0003244	epithelium of mammary gland	PATO:0000051	morphology
OBA:0004751		UBERON:0001912	lobule of mammary gland	PATO:0000051	morphology
OBA:0004752		UBERON:0003584	mammary gland connective tissue	PATO:0000051	morphology
OBA:0004755		CL:0000119	cerebellar Golgi cell	PATO:0000051	morphology
OBA:0004756		UBERON:0006330	anterior lingual gland	PATO:0000051	morphology
OBA:0004757		UBERON:0010242	anterior buccal gland	PATO:0000051	morphology
OBA:0004760		UBERON:0002334	submandibular duct	PATO:0000051	morphology
OBA:0004762		UBERON:0001838	sublingual duct	PATO:0000051	morphology
OBA:0004763		UBERON:0003985	major sublingual duct	PATO:0000051	morphology
OBA:0004764		UBERON:0003986	minor sublingual duct	PATO:0000051	morphology
OBA:0004765		UBERON:0001065	parotid main excretory duct	PATO:0000051	morphology
OBA:0004769		UBERON:0003487	skin sebaceous gland	PATO:0000051	morphology
OBA:0004770		CL:0002088	interstitial cell of Cajal	PATO:0000051	morphology
OBA:0004776		UBERON:0002168	left lung	PATO:0000051	morphology
OBA:0004777		UBERON:0002167	right lung	PATO:0000051	morphology
OBA:0004778		UBERON:0004890	right lung accessory lobe	PATO:0000051	morphology
OBA:0004779		UBERON:0002170	upper lobe of right lung	PATO:0000051	morphology
OBA:0004780		UBERON:0002174	middle lobe of right lung	PATO:0000051	morphology
OBA:0004781		UBERON:0002171	lower lobe of right lung	PATO:0000051	morphology
OBA:0004782		UBERON:0003699	pubic symphysis	PATO:0000051	morphology
OBA:0004788		GO:0001533	cornified envelope	PATO:0000051	morphology
OBA:0004794		UBERON:0005746	primary vitreous	PATO:0000051	morphology
OBA:0004801		UBERON:0001944	pretectal region	PATO:0000051	morphology
OBA:0004802		UBERON:0002565	olivary pretectal nucleus	PATO:0000051	morphology
OBA:0004803		UBERON:0004810	nephron tubule epithelium	PATO:0000051	morphology
OBA:0004807		UBERON:0008799	transverse palatine fold	PATO:0000051	morphology
OBA:0004810		UBERON:0005374	spinal cord lateral column	PATO:0000051	morphology
OBA:0004811		UBERON:0005375	spinal cord ventral column	PATO:0000051	morphology
OBA:0004812		UBERON:0003989	medulla oblongata anterior median fissure	PATO:0000051	morphology
OBA:0004813		UBERON:0002755	pyramidal decussation	PATO:0000051	morphology
OBA:0004814		UBERON:0002760	ventral corticospinal tract	PATO:0000051	morphology
OBA:0004815		UBERON:0002589	lateral corticospinal tract	PATO:0000051	morphology
OBA:0004816		UBERON:0010405	spinal cord lateral motor column	PATO:0000051	morphology
OBA:0004817		UBERON:0003990	spinal cord motor column	PATO:0000051	morphology
OBA:0004818		UBERON:0004059	spinal cord medial motor column	PATO:0000051	morphology
OBA:0004819		UBERON:0002291	central canal of spinal cord	PATO:0000051	morphology
OBA:0004820		UBERON:0004060	neural tube ventricular layer	PATO:0000051	morphology
OBA:0004821		UBERON:0004061	neural tube mantle layer	PATO:0000051	morphology
OBA:0004822		UBERON:0004062	neural tube marginal layer	PATO:0000051	morphology
OBA:0004823		UBERON:0004063	spinal cord alar plate	PATO:0000051	morphology
OBA:0004824		UBERON:0004064	neural tube basal plate	PATO:0000051	morphology
OBA:0004825		UBERON:0008882	spinal cord commissure	PATO:0000051	morphology
OBA:0004826		UBERON:0004170	spinal cord ventral commissure	PATO:0000051	morphology
OBA:0004827		UBERON:0004677	spinal cord gray commissure	PATO:0000051	morphology
OBA:0004828		UBERON:0001045	midgut	PATO:0000051	morphology
OBA:0004832		UBERON:0002139	subcommissural organ	PATO:0000051	morphology
OBA:0004839		UBERON:0007645	future meninx	PATO:0000051	morphology
OBA:0004840		UBERON:0001451	navicular bone of pes	PATO:0000051	morphology
OBA:0004842		UBERON:0002485	prostate duct	PATO:0000051	morphology
OBA:0004846		UBERON:0005975	hair follicle bulge	PATO:0000051	morphology
OBA:0004849		UBERON:0000959	optic chiasma	PATO:0000051	morphology
OBA:0004854		CL:0000541	melanoblast	PATO:0000051	morphology
OBA:0004855		UBERON:0000348	ophthalmic nerve	PATO:0000051	morphology
OBA:0004856		UBERON:0000377	maxillary nerve	PATO:0000051	morphology
OBA:0004857		UBERON:0003991	fourth ventricle median aperture	PATO:0000051	morphology
OBA:0004858		UBERON:0003992	fourth ventricle lateral aperture	PATO:0000051	morphology
OBA:0004859		UBERON:0003993	interventricular foramen of CNS	PATO:0000051	morphology
OBA:0004861		UBERON:0003994	pelvic ligament	PATO:0000051	morphology
OBA:0004864		GO:0120212	sperm head-tail coupling apparatus	PATO:0000051	morphology
OBA:0004865		GO:0097225	sperm midpiece	PATO:0000051	morphology
OBA:0004866		GO:0097226	sperm mitochondrial sheath	PATO:0000051	morphology
OBA:0004867		GO:0097227	sperm annulus	PATO:0000051	morphology
OBA:0004869		GO:0097228	sperm principal piece	PATO:0000051	morphology
OBA:0004870		GO:0097229	sperm end piece	PATO:0000051	morphology
OBA:0004871		CL:0000891	foam cell	PATO:0000051	morphology
OBA:0004873		CL:0000333	migratory neural crest cell	PATO:0000051	morphology
OBA:0004874		UBERON:0002342	neural crest	PATO:0000051	morphology
OBA:0004878		UBERON:0001202	pyloric sphincter	PATO:0000051	morphology
OBA:0004879		UBERON:0003610	heart elastic tissue	PATO:0000051	morphology
OBA:0004880		UBERON:0004851	aorta endothelium	PATO:0000051	morphology
OBA:0004881		UBERON:0004178	aorta smooth muscle tissue	PATO:0000051	morphology
OBA:0004882		UBERON:0004663	aorta wall	PATO:0000051	morphology
OBA:0004883		UBERON:0001496	ascending aorta	PATO:0000051	morphology
OBA:0004884		UBERON:0002345	descending thoracic aorta	PATO:0000051	morphology
OBA:0004885		UBERON:0001514	descending aorta	PATO:0000051	morphology
OBA:0004886		UBERON:0001516	abdominal aorta	PATO:0000051	morphology
OBA:0004887		UBERON:0004664	aorta tunica adventitia	PATO:0000051	morphology
OBA:0004888		UBERON:0003619	aorta tunica intima	PATO:0000051	morphology
OBA:0004889		UBERON:0003618	aorta tunica media	PATO:0000051	morphology
OBA:0004890		UBERON:0003996	cervical vertebra 1 arcus anterior	PATO:0000051	morphology
OBA:0004901		UBERON:0004066	frontonasal prominence	PATO:0000051	morphology
OBA:0004902		UBERON:0004067	lateral nasal prominence	PATO:0000051	morphology
OBA:0004903		UBERON:0004068	medial nasal prominence	PATO:0000051	morphology
OBA:0004906		UBERON:0003997	hyoid bone greater horn	PATO:0000051	morphology
OBA:0004907		UBERON:0003998	hyoid bone lesser horn	PATO:0000051	morphology
OBA:0004910		UBERON:0003999	hyoid bone body	PATO:0000051	morphology
OBA:0004911		UBERON:0004361	stylohyoid ligament	PATO:0000051	morphology
OBA:0004914		UBERON:0004000	tarsal gland acinus	PATO:0000051	morphology
OBA:0004915		GO:0043197	dendritic spine	PATO:0000051	morphology
OBA:0004916		CL:0001033	hippocampal granule cell	PATO:0000051	morphology
OBA:0004917		CL:1001435	periglomerular cell	PATO:0000051	morphology
OBA:0004918		UBERON:0004069	accessory olfactory bulb	PATO:0000051	morphology
OBA:0004919		UBERON:0004001	olfactory bulb layer	PATO:0000051	morphology
OBA:0004920		UBERON:0005376	olfactory bulb external plexiform layer	PATO:0000051	morphology
OBA:0004921		UBERON:0005377	olfactory bulb glomerular layer	PATO:0000051	morphology
OBA:0004922		UBERON:0005378	olfactory bulb granule cell layer	PATO:0000051	morphology
OBA:0004923		UBERON:0005379	olfactory bulb internal plexiform layer	PATO:0000051	morphology
OBA:0004924		UBERON:0004186	olfactory bulb mitral cell layer	PATO:0000051	morphology
OBA:0004925		UBERON:0005380	olfactory bulb subependymal zone	PATO:0000051	morphology
OBA:0004926		UBERON:0001883	olfactory tubercle	PATO:0000051	morphology
OBA:0004927		CL:1001502	mitral cell	PATO:0000051	morphology
OBA:0004928		CL:1001503	olfactory bulb tufted cell	PATO:0000051	morphology
OBA:0004929		UBERON:0004130	cerebellar layer	PATO:0000051	morphology
OBA:0004931		UBERON:0002245	cerebellar hemisphere	PATO:0000051	morphology
OBA:0004932		UBERON:0002131	anterior lobe of cerebellum	PATO:0000051	morphology
OBA:0004933		UBERON:0003012	flocculonodular lobe	PATO:0000051	morphology
OBA:0004934		UBERON:0004002	posterior lobe of cerebellum	PATO:0000051	morphology
OBA:0004935		UBERON:0004003	cerebellum hemisphere lobule	PATO:0000051	morphology
OBA:0004936		UBERON:0004004	cerebellum lobule	PATO:0000051	morphology
OBA:0004937		UBERON:0014644	cerebrocerebellum	PATO:0000051	morphology
OBA:0004938		UBERON:0004006	cerebellum intermediate zone	PATO:0000051	morphology
OBA:0004939		UBERON:0007416	cerebellar peduncle	PATO:0000051	morphology
OBA:0004940		UBERON:0002317	white matter of cerebellum	PATO:0000051	morphology
OBA:0004941		UBERON:0008995	nucleus of cerebellar nuclear complex	PATO:0000051	morphology
OBA:0004942		UBERON:0002132	dentate nucleus	PATO:0000051	morphology
OBA:0004943		UBERON:0002602	emboliform nucleus	PATO:0000051	morphology
OBA:0004944		UBERON:0002613	cerebellum globose nucleus	PATO:0000051	morphology
OBA:0004945		UBERON:0002153	fastigial nucleus	PATO:0000051	morphology
OBA:0004946		UBERON:0004073	cerebellum interpositus nucleus	PATO:0000051	morphology
OBA:0004947		UBERON:0002163	inferior cerebellar peduncle	PATO:0000051	morphology
OBA:0004948		UBERON:0002152	middle cerebellar peduncle	PATO:0000051	morphology
OBA:0004949		UBERON:0002150	superior cerebellar peduncle	PATO:0000051	morphology
OBA:0004950		UBERON:0004074	cerebellum vermis lobule I	PATO:0000051	morphology
OBA:0004951		UBERON:0004075	cerebellum vermis lobule II	PATO:0000051	morphology
OBA:0004952		UBERON:0004076	cerebellum vermis lobule III	PATO:0000051	morphology
OBA:0004953		UBERON:0004077	cerebellum vermis lobule IV	PATO:0000051	morphology
OBA:0004954		UBERON:0004079	cerebellum vermis lobule V	PATO:0000051	morphology
OBA:0004955		UBERON:0004080	cerebellum vermis lobule VI	PATO:0000051	morphology
OBA:0004956		UBERON:0004081	cerebellum vermis lobule VII	PATO:0000051	morphology
OBA:0004957		UBERON:0004083	cerebellum vermis lobule X	PATO:0000051	morphology
OBA:0004958		UBERON:0005345	cerebellum vermis lobule VIIa	PATO:0000051	morphology
OBA:0004959		UBERON:0005346	cerebellum vermis lobule VIIb	PATO:0000051	morphology
OBA:0004960		UBERON:0005347	copula pyramidis	PATO:0000051	morphology
OBA:0004961		UBERON:0005348	ansiform lobule	PATO:0000051	morphology
OBA:0004962		UBERON:0005976	ansiform lobule crus I	PATO:0000051	morphology
OBA:0004963		UBERON:0005977	ansiform lobule crus II	PATO:0000051	morphology
OBA:0004964		UBERON:0005349	paramedian lobule	PATO:0000051	morphology
OBA:0004965		UBERON:0005350	lobule simplex	PATO:0000051	morphology
OBA:0004966		UBERON:0001063	flocculus	PATO:0000051	morphology
OBA:0004967		UBERON:0005351	paraflocculus	PATO:0000051	morphology
OBA:0004968		UBERON:0004725	piriform cortex	PATO:0000051	morphology
OBA:0004969		UBERON:0001881	island of Calleja	PATO:0000051	morphology
OBA:0004971		GO:0032437	cuticular plate	PATO:0000051	morphology
OBA:0004976		CL:0002196	hepatic oval stem cell	PATO:0000051	morphology
OBA:0004979		UBERON:0005404	frontonasal suture	PATO:0000051	morphology
OBA:0004980		UBERON:0010414	omental fat pad	PATO:0000051	morphology
OBA:0004985		UBERON:0005978	olfactory bulb outer nerve layer	PATO:0000051	morphology
OBA:0004992		UBERON:0005407	sublingual ganglion	PATO:0000051	morphology
OBA:0004993		UBERON:0003690	fused sacrum	PATO:0000051	morphology
OBA:0004994		UBERON:0006068	bone of tail	PATO:0000051	morphology
OBA:0004995		UBERON:0000163	embryonic cloaca	PATO:0000051	morphology
OBA:0004996		UBERON:0000164	primitive urogenital sinus	PATO:0000051	morphology
OBA:0004997		CL:1001505	parvocellular neurosecretory cell	PATO:0000051	morphology
OBA:0004998		UBERON:0004878	distal visceral endoderm	PATO:0000051	morphology
OBA:0005001		UBERON:0005352	spermatic cord	PATO:0000051	morphology
OBA:0005002		UBERON:0000401	mandibular ramus	PATO:0000051	morphology
OBA:0005003		UBERON:0005359	spinal cord ependyma	PATO:0000051	morphology
OBA:0005004		UBERON:0005357	brain ependyma	PATO:0000051	morphology
OBA:0005005		UBERON:0004550	gastroesophageal sphincter	PATO:0000051	morphology
OBA:0005010		CL:0002080	pancreatic centro-acinar cell	PATO:0000051	morphology
OBA:0005014		CL:0000492	CD4-positive helper T cell	PATO:0000051	morphology
OBA:0005015		CL:0002038	T follicular helper cell	PATO:0000051	morphology
OBA:0005018		CL:0002485	retinal melanocyte	PATO:0000051	morphology
OBA:0005020		UBERON:0002042	lymphatic vessel endothelium	PATO:0000051	morphology
OBA:0005021		UBERON:0004232	lymphatic vessel smooth muscle	PATO:0000051	morphology
OBA:0005022		GO:0000781	chromosome, telomeric region	PATO:0000051	morphology
OBA:0005024		CL:0000899	T-helper 17 cell	PATO:0000051	morphology
OBA:0005030		UBERON:0010419	vibrissa follicle	PATO:0000051	morphology
OBA:0005031		UBERON:0001794	inner limiting layer of retina	PATO:0000051	morphology
OBA:0005032		UBERON:0001788	outer limiting layer of retina	PATO:0000051	morphology
OBA:0005033		UBERON:0005353	spleen perifollicular zone	PATO:0000051	morphology
OBA:0005036		UBERON:0005354	malleus processus brevis	PATO:0000051	morphology
OBA:0005037		UBERON:0005342	malleus head	PATO:0000051	morphology
OBA:0005038		UBERON:0005355	malleus neck	PATO:0000051	morphology
OBA:0005041		UBERON:0003118	pharyngeal arch artery 1	PATO:0000051	morphology
OBA:0005042		UBERON:0003119	pharyngeal arch artery 2	PATO:0000051	morphology
OBA:0005044		UBERON:0000341	throat	PATO:0000051	morphology
OBA:0005045		CL:1001509	glycinergic neuron	PATO:0000051	morphology
OBA:0005046		CL:0000644	Bergmann glial cell	PATO:0000051	morphology
OBA:0005049		UBERON:0005953	outflow part of right ventricle	PATO:0000051	morphology
OBA:0005050		UBERON:0005956	outflow part of left ventricle	PATO:0000051	morphology
OBA:0005052		UBERON:0005438	coronary sinus	PATO:0000051	morphology
OBA:0005055		UBERON:0001143	hepatic vein	PATO:0000051	morphology
OBA:0005058		UBERON:0004148	cardiac vein	PATO:0000051	morphology
OBA:0005063		UBERON:0003707	sinus of Valsalva	PATO:0000051	morphology
OBA:0005066		UBERON:0001534	right subclavian artery	PATO:0000051	morphology
OBA:0005067		UBERON:0001584	left subclavian artery	PATO:0000051	morphology
OBA:0005068		UBERON:0005485	valve of inferior vena cava	PATO:0000051	morphology
OBA:0005069		UBERON:0004150	coronary sinus valve	PATO:0000051	morphology
OBA:0005070		UBERON:0002166	endocardium of atrium	PATO:0000051	morphology
OBA:0005071		UBERON:0002302	myocardium of atrium	PATO:0000051	morphology
OBA:0005072		UBERON:0001081	endocardium of ventricle	PATO:0000051	morphology
OBA:0005073		UBERON:0005979	crista terminalis	PATO:0000051	morphology
OBA:0005074		UBERON:0005980	pectinate muscle	PATO:0000051	morphology
OBA:0005075		UBERON:0005981	vena cava sinus	PATO:0000051	morphology
OBA:0005076		UBERON:0004667	interventricular septum muscular part	PATO:0000051	morphology
OBA:0005077		UBERON:0001083	myocardium of ventricle	PATO:0000051	morphology
OBA:0005080		UBERON:0005982	Bachmann's bundle	PATO:0000051	morphology
OBA:0005084		UBERON:0005983	heart layer	PATO:0000051	morphology
OBA:0005085		UBERON:0005984	subendocardium layer	PATO:0000051	morphology
OBA:0005086		UBERON:0010277	mesocardium	PATO:0000051	morphology
OBA:0005087		UBERON:0005601	dorsal mesocardium	PATO:0000051	morphology
OBA:0005089		UBERON:0005985	coronary vessel	PATO:0000051	morphology
OBA:0005095		UBERON:0005440	ductus arteriosus	PATO:0000051	morphology
OBA:0005097		UBERON:0005986	left branch of atrioventricular bundle	PATO:0000051	morphology
OBA:0005098		UBERON:0005987	right branch of atrioventricular bundle	PATO:0000051	morphology
OBA:0005099		UBERON:0004706	bulbus cordis	PATO:0000051	morphology
OBA:0005100		UBERON:0005988	atrium myocardial trabecula	PATO:0000051	morphology
OBA:0005101		UBERON:0006060	conotruncus	PATO:0000051	morphology
OBA:0005102		UBERON:0005967	conotruncal ridge	PATO:0000051	morphology
OBA:0005106		UBERON:0005989	atrioventricular septum	PATO:0000051	morphology
OBA:0005108		UBERON:0005990	aortic valve cusp	PATO:0000051	morphology
OBA:0005110		UBERON:0005991	aortic valve anulus	PATO:0000051	morphology
OBA:0005112		UBERON:0005992	pulmonary valve cusp	PATO:0000051	morphology
OBA:0005115		UBERON:0005993	pulmonary valve anulus	PATO:0000051	morphology
OBA:0005116		UBERON:0005994	chorda tendineae	PATO:0000051	morphology
OBA:0005118		UBERON:0005995	mitral valve anulus	PATO:0000051	morphology
OBA:0005119		UBERON:0005996	mitral valve cusp	PATO:0000051	morphology
OBA:0005123		UBERON:0005997	tricuspid valve anulus	PATO:0000051	morphology
OBA:0005124		UBERON:0005998	tricuspid valve cusp	PATO:0000051	morphology
OBA:0005129		UBERON:0004493	cardiac muscle tissue of myocardium	PATO:0000051	morphology
OBA:0005136		UBERON:0006207	aortico-pulmonary spiral septum	PATO:0000051	morphology
OBA:0005140		UBERON:0002457	intersomitic artery	PATO:0000051	morphology
OBA:0005141		UBERON:0001529	brachiocephalic artery	PATO:0000051	morphology
OBA:0005142		UBERON:0006002	vitelline artery	PATO:0000051	morphology
OBA:0005143		UBERON:0005487	vitelline vein	PATO:0000051	morphology
OBA:0005144		UBERON:0002066	umbilical vein	PATO:0000051	morphology
OBA:0005145		UBERON:0001639	hepatic portal vein	PATO:0000051	morphology
OBA:0005146		CL:0002128	Tc17 cell	PATO:0000051	morphology
OBA:0005148		UBERON:0006003	integumentary adnexa	PATO:0000051	morphology
OBA:0005149		UBERON:0002033	arrector muscle of hair	PATO:0000051	morphology
OBA:0005151		UBERON:0005932	bulb of hair follicle	PATO:0000051	morphology
OBA:0005152		UBERON:0005968	infundibulum of hair follicle	PATO:0000051	morphology
OBA:0005154		UBERON:0005942	hair outer root sheath	PATO:0000051	morphology
OBA:0005155		UBERON:0005941	hair inner root sheath	PATO:0000051	morphology
OBA:0005156		UBERON:0006004	hair follicle matrix region	PATO:0000051	morphology
OBA:0005158		UBERON:0006005	hair follicle isthmus	PATO:0000051	morphology
OBA:0005161		UBERON:0005745	optic canal	PATO:0000051	morphology
OBA:0005173		GO:0033268	node of Ranvier	PATO:0000051	morphology
OBA:0005174		GO:0043194	axon initial segment	PATO:0000051	morphology
OBA:0005175		GO:0033270	paranode region of axon	PATO:0000051	morphology
OBA:0005176		UBERON:0004366	extraembryonic ectoderm	PATO:0000051	morphology
OBA:0005177		GO:0044224	juxtaparanode region of axon	PATO:0000051	morphology
OBA:0005178		GO:0033269	internode region of axon	PATO:0000051	morphology
OBA:0005179		GO:0030673	axolemma	PATO:0000051	morphology
OBA:0005182		UBERON:0006007	pre-Botzinger complex	PATO:0000051	morphology
OBA:0005184		UBERON:0005176	tooth enamel organ	PATO:0000051	morphology
OBA:0005188		UBERON:0001463	manual digit 1	PATO:0000051	morphology
OBA:0005189		UBERON:0010420	lymph node follicular corona	PATO:0000051	morphology
