iri,iri label,attribute,attribute label,entity,entity label
OBA:0003147,,PATO:0000070,amount,UBERON:0000473,testis
OBA:0003148,,PATO:0000117,size,UBERON:0010708,pectoral complex
OBA:0003149,,PATO:0000117,size,UBERON:0017717,hypothenar eminence
OBA:0003150,,PATO:0000117,size,UBERON:0000978,leg
OBA:0003151,,PATO:0000965,symmetry,UBERON:0002387,pes
OBA:0003152,,PATO:0000025,composition,UBERON:0002369,adrenal gland
OBA:0003153,,PATO:0000025,composition,UBERON:0000007,pituitary gland
OBA:0003154,,PATO:0000117,size,UBERON:0003685,cranial suture
OBA:0003155,,PATO:0000060,spatial pattern,UBERON:0004108,clivus of occipital bone
OBA:0003156,,PATO:0000052,shape,UBERON:0001105,clavicle bone
OBA:0003157,,PATO:0000052,shape,UBERON:0002228,rib
OBA:0003158,,PATO:0002005,concavity,UBERON:0000388,epiglottis
OBA:0003159,,PATO:0000141,structure,UBERON:0006767,head of femur
OBA:0003160,,PATO:0000070,amount,UBERON:0001437,epiphysis
OBA:0003161,,PATO:0000052,shape,UBERON:0001437,epiphysis
OBA:0003162,,PATO:0002007,convex 3-D shape,UBERON:0001437,epiphysis
OBA:0003163,,PATO:0000117,size,UBERON:0001437,epiphysis
OBA:0003164,,PATO:0001019,mass density,UBERON:0001437,epiphysis
OBA:0003165,,PATO:0002006,2-D shape,UBERON:0001437,epiphysis
OBA:0003166,,PATO:0000140,position,UBERON:0002500,zygomatic arch
OBA:0003167,,PATO:0000117,size,UBERON:0002196,adenohypophysis
OBA:0003168,,PATO:0000957,opacity,UBERON:0002097,skin of body
OBA:0003169,,PATO:0000117,size,UBERON:0002244,premaxilla
OBA:0003170,,PATO:0000060,spatial pattern,UBERON:0001437,epiphysis
OBA:0003171,,PATO:0000117,size,UBERON:0035139,anterior nasal spine of maxilla
OBA:0003172,,PATO:0000161,rate,GO:0042640,anagen
OBA:0003173,,PATO:0000965,symmetry,UBERON:0001690,ear
OBA:0003174,,PATO:0002083,altered number of,UBERON:0000966,retina
OBA:0003175,,PATO:0000025,composition,UBERON:0010709,pelvic complex
OBA:0003176,,PATO:0000025,composition,UBERON:0010708,pectoral complex
OBA:0003177,,PATO:0000140,position,UBERON:0010284,lacrimal punctum
OBA:0003178,,PATO:0000140,position,UBERON:0002244,premaxilla
OBA:0003179,,PATO:0000070,amount,UBERON:0003631,pedal digit 1
OBA:0003180,,PATO:0000117,size,UBERON:0002185,bronchus
OBA:0003181,,PATO:0000117,size,UBERON:0003126,trachea
OBA:0003182,,PATO:0002005,concavity,UBERON:0001705,nail
OBA:0003183,,PATO:0000060,spatial pattern,UBERON:0001834,upper lip
OBA:0003184,,PATO:0000140,position,UBERON:0001723,tongue
OBA:0003185,,PATO:0000117,size,UBERON:0001734,palatine uvula
OBA:0003186,,PATO:0000122,length,UBERON:0001734,palatine uvula
OBA:0003187,,PATO:0000070,amount,UBERON:0014381,whorl of hair
OBA:0003188,,PATO:0000057,occurrence,GO:0019230,proprioception
OBA:0003189,,PATO:0000136,closure,UBERON:0002137,aortic valve
OBA:0003190,,PATO:0000052,shape,GO:0009112,nucleobase metabolic process
OBA:0003191,,PATO:0001509,functionality,GO:0030218,erythrocyte differentiation
OBA:0003192,,PATO:0000051,morphology,UBERON:0000454,cerebral subcortex
OBA:0003193,,PATO:0000070,amount,UBERON:0001908,optic tract
OBA:0003194,,PATO:0001509,functionality,GO:0005623,cell
OBA:0003195,,PATO:0000161,rate,GO:0006000,fructose metabolic process
OBA:0003196,,PATO:0000070,amount,UBERON:0007774,secondary dentition
OBA:0003197,,PATO:0000070,amount,UBERON:0016454,upper central secondary incisor tooth
OBA:0003198,,PATO:0000070,amount,UBERON:0018593,upper central primary incisor tooth
OBA:0003199,,PATO:0000070,amount,UBERON:0018595,lower central primary incisor tooth
OBA:0003200,,PATO:0000070,amount,UBERON:0018568,lower central secondary incisor tooth
OBA:0003201,,PATO:0000070,amount,UBERON:0018594,upper lateral primary incisor tooth
OBA:0003202,,PATO:0000070,amount,UBERON:0016455,upper lateral secondary incisor tooth
OBA:0003203,,PATO:0000070,amount,UBERON:0007120,premolar tooth
OBA:0003204,,PATO:0000070,amount,UBERON:0016452,upper secondary premolar tooth
OBA:0003205,,PATO:0000070,amount,UBERON:0016453,lower secondary premolar tooth
OBA:0003206,,PATO:0000070,amount,UBERON:0003655,molar tooth
OBA:0003207,,PATO:0000070,amount,UBERON:0013618,secondary molar tooth
OBA:0003208,,PATO:0000070,amount,UBERON:0018608,permanent molar tooth 1
OBA:0003209,,PATO:0000070,amount,UBERON:0018607,permanent molar tooth 2
OBA:0003210,,PATO:0000141,structure,UBERON:0001091,calcareous tooth
OBA:0003211,,PATO:0002007,convex 3-D shape,UBERON:0001098,incisor tooth
OBA:0003212,,PATO:0000051,morphology,UBERON:0013618,secondary molar tooth
OBA:0003213,,PATO:0002083,altered number of,UBERON:0003677,tooth root
OBA:0003214,,PATO:0000014,color,UBERON:0001091,calcareous tooth
OBA:0003215,,PATO:0000051,morphology,UBERON:0007120,premolar tooth
OBA:0003216,,PATO:0002007,convex 3-D shape,UBERON:0016476,primary incisor tooth
OBA:0003217,,PATO:0002007,convex 3-D shape,UBERON:0003450,upper jaw incisor
OBA:0003218,,PATO:0000070,amount,GO:0032287,peripheral nervous system myelin maintenance
OBA:0003219,,PATO:0000136,closure,UBERON:0002116,ileum
OBA:0003220,,PATO:0000070,amount,UBERON:0005409,alimentary part of gastrointestinal system
OBA:0003221,,PATO:0000052,shape,UBERON:0001676,occipital bone
OBA:0003222,,PATO:0000052,shape,UBERON:0001870,frontal cortex
OBA:0003223,,PATO:0000070,amount,UBERON:0016466,antihelix
OBA:0003224,,PATO:0000060,spatial pattern,UBERON:0016467,antitragus
OBA:0003225,,PATO:0000070,amount,UBERON:0016467,antitragus
OBA:0003226,,PATO:0002005,concavity,UBERON:0016467,antitragus
OBA:0003227,,PATO:0000117,size,UBERON:0016467,antitragus
OBA:0003228,,PATO:0002005,concavity,UBERON:0001847,lobule of pinna
OBA:0003229,,PATO:0000070,amount,UBERON:0010887,tragus
OBA:0003230,,PATO:0002005,concavity,UBERON:0010887,tragus
OBA:0003231,,PATO:0000140,position,UBERON:0010887,tragus
OBA:0003232,,PATO:0000117,size,UBERON:0010887,tragus
OBA:0003233,,PATO:0000117,size,UBERON:0009552,distal segment of manual digit
OBA:0003234,,PATO:0000117,size,UBERON:0001463,manual digit 1
OBA:0003235,,PATO:0000052,shape,UBERON:0001466,pedal digit
OBA:0003236,,PATO:0000944,sharpness,UBERON:0001466,pedal digit
OBA:0003237,,PATO:0002005,concavity,UBERON:0008199,chin
OBA:0003238,,PATO:0000070,amount,UBERON:0001846,internal ear
OBA:0003239,,PATO:0001794,coiling,UBERON:0001844,cochlea
OBA:0003240,,PATO:0000070,amount,UBERON:0001844,cochlea
OBA:0003241,,PATO:0000051,morphology,UBERON:0005236,osseus labyrinth vestibule
OBA:0003242,,PATO:0000070,amount,UBERON:0005236,osseus labyrinth vestibule
OBA:0003243,,PATO:0000117,size,UBERON:0005236,osseus labyrinth vestibule
OBA:0003244,,PATO:0000070,amount,UBERON:0001840,semicircular canal
OBA:0003245,,PATO:0000117,size,UBERON:0001840,semicircular canal
OBA:0003246,,PATO:0000070,amount,UBERON:0011859,internal acoustic meatus
OBA:0003247,,PATO:0001648,circumference,UBERON:0011859,internal acoustic meatus
OBA:0003248,,PATO:0000117,size,UBERON:0002279,vestibular aqueduct
OBA:0003249,,PATO:0000070,amount,UBERON:0003723,vestibular nerve
OBA:0003250,,PATO:0000117,size,UBERON:0003723,vestibular nerve
OBA:0003251,,PATO:0002325,onset quality,GO:0022011,myelination in peripheral nervous system
OBA:0003252,,PATO:0000025,composition,UBERON:0001987,placenta
OBA:0003253,,PATO:0001509,functionality,UBERON:0001756,middle ear
OBA:0003254,,PATO:0000070,amount,UBERON:0001689,malleus bone
OBA:0003255,,PATO:0000070,amount,UBERON:0001687,stapes bone
OBA:0003256,,PATO:0000070,amount,UBERON:0002110,gall bladder
OBA:0003257,,PATO:0000051,morphology,UBERON:0001213,intestinal villus
OBA:0003258,,PATO:0000117,size,UBERON:0001213,intestinal villus
OBA:0003259,,PATO:0000052,shape,UBERON:0000965,lens of camera-type eye
OBA:0003260,,PATO:0000122,length,UBERON:0014851,chorda tendinea of left ventricle
OBA:0003261,,PATO:0000070,amount,UBERON:0002407,pericardium
OBA:0003262,,PATO:0000078,rhythm quality,GO:0060047,heart contraction
OBA:0003263,,PATO:0002181,displaced,UBERON:0002369,adrenal gland
OBA:0003264,,PATO:0000070,amount,UBERON:0002369,adrenal gland
OBA:0003265,,PATO:0000141,structure,UBERON:0002198,neurohypophysis
OBA:0003266,,PATO:0002181,displaced,UBERON:0002198,neurohypophysis
OBA:0003267,,PATO:0000070,amount,UBERON:0002198,neurohypophysis
OBA:0003268,,PATO:0000117,size,UBERON:0002198,neurohypophysis
OBA:0003269,,PATO:0002005,concavity,UBERON:0000004,nose
OBA:0003270,,PATO:0000136,closure,UBERON:0003682,palatal muscle
OBA:0003271,,PATO:0000052,shape,UBERON:0008199,chin
OBA:0003272,,PATO:0000122,length,UBERON:0003651,metatarsal bone of digit 2
OBA:0003273,,PATO:0000025,composition,UBERON:0001042,chordate pharynx
OBA:0003274,,PATO:0000051,morphology,UBERON:0011863,bone collagen fibril
OBA:0003275,,PATO:0002083,altered number of,CL:0000233,platelet
OBA:0003276,,PATO:0000051,morphology,CL:0000233,platelet
OBA:0003277,,PATO:0000918,volume,CL:0000233,platelet
OBA:0003278,,PATO:0000122,length,UBERON:0003635,pedal digit 5
OBA:0003279,,PATO:0000161,rate,GO:0005753,mitochondrial proton-transporting ATP synthase complex
OBA:0003280,,PATO:0002181,displaced,UBERON:0003631,pedal digit 1
OBA:0003281,,PATO:0000122,length,UBERON:0003868,proximal phalanx of pes
OBA:0003282,,PATO:0000122,length,UBERON:0007709,superior cerebellar peduncle of pons
OBA:0003283,,PATO:0000117,size,UBERON:0011282,nail of pedal digit 5
OBA:0003284,,PATO:0000057,occurrence,GO:0061116,ductus venosus closure
OBA:0003285,,PATO:0000025,composition,UBERON:0001777,substantia propria of cornea
OBA:0003286,,PATO:0000117,size,CL:0008002,skeletal muscle fiber
OBA:0003287,,PATO:0000052,shape,GO:0005739,mitochondrion
OBA:0003288,,PATO:0001509,functionality,UBERON:0000017,exocrine pancreas
OBA:0003289,,PATO:0001509,functionality,UBERON:0000016,endocrine pancreas
OBA:0003290,,PATO:0000070,amount,GO:0005739,mitochondrion
OBA:0003291,,PATO:0000117,size,UBERON:0000988,pons
OBA:0003292,,PATO:0000070,amount,CL:0000038,erythroid progenitor cell
OBA:0003293,,PATO:0001488,cellular motility,CL:0000019,sperm
OBA:0003294,,PATO:0000070,amount,CL:0000094,granulocyte
OBA:0003295,,PATO:0000117,size,UBERON:0001604,levator palpebrae superioris
OBA:0003296,,PATO:0000117,size,UBERON:0006533,rectus extraocular muscle
OBA:0003297,,PATO:0000051,morphology,UBERON:0004807,respiratory system epithelium
OBA:0003298,,PATO:0000117,size,UBERON:0008772,proximal epiphysis of tibia
OBA:0003299,,PATO:0000052,shape,UBERON:0003864,middle phalanx of manus
OBA:0003300,,PATO:0000052,shape,UBERON:0003865,distal phalanx of manus
OBA:0003301,,PATO:0000052,shape,UBERON:0002234,proximal phalanx of manus
OBA:0003302,,PATO:0001591,curvature,UBERON:0001456,face
OBA:0003303,,PATO:0000140,position,UBERON:0001683,jugal bone
OBA:0003304,,PATO:0000140,position,UBERON:0004089,midface
OBA:0003305,,PATO:0000161,rate,GO:0004095,carnitine O-palmitoyltransferase activity
OBA:0003306,,PATO:0000140,position,UBERON:0001450,calcaneus
OBA:0003307,,PATO:0001509,functionality,UBERON:0001173,biliary tree
OBA:0003308,,PATO:0002325,onset quality,GO:0042552,myelination
OBA:0003309,,PATO:0001230,strength,UBERON:0001578,orbicularis oculi muscle
OBA:0003310,,PATO:0000161,rate,GO:0004096,catalase activity
OBA:0003311,,PATO:0000117,size,UBERON:0011273,nail of manual digit 1
OBA:0003312,,PATO:0000070,amount,UBERON:0011273,nail of manual digit 1
OBA:0003313,,PATO:0000070,amount,UBERON:0011278,nail of pedal digit 1
OBA:0003314,,PATO:0000025,composition,UBERON:0001713,lower eyelid
OBA:0003315,,PATO:0002325,onset quality,GO:0042696,menarche
OBA:0003316,,PATO:0000117,size,UBERON:0001021,nerve
OBA:0003317,,PATO:0000161,rate,GO:0006954,inflammatory response
OBA:0003318,,PATO:0000025,composition,UBERON:0001905,pineal body
OBA:0003319,,PATO:0000141,structure,UBERON:0001905,pineal body
OBA:0003320,,PATO:0000918,volume,UBERON:0001905,pineal body
OBA:0003321,,PATO:0000117,size,UBERON:0001905,pineal body
OBA:0003322,,PATO:0001509,functionality,UBERON:0001905,pineal body
OBA:0003323,,PATO:0000117,size,UBERON:0004703,dorsal thalamus
OBA:0003324,,PATO:0000051,morphology,UBERON:0005409,alimentary part of gastrointestinal system
OBA:0003325,,PATO:0001509,functionality,UBERON:0005409,alimentary part of gastrointestinal system
OBA:0003326,,PATO:0000025,composition,UBERON:0001712,upper eyelid
OBA:0003327,,PATO:0002181,displaced,UBERON:0002196,adenohypophysis
OBA:0003328,,PATO:0000070,amount,UBERON:0003674,cuspid
OBA:0003329,,PATO:0000070,amount,UBERON:0011220,mastoid process of temporal bone
OBA:0003330,,PATO:0000117,size,UBERON:0001450,calcaneus
OBA:0003331,,PATO:0000117,size,UBERON:0005056,external female genitalia
OBA:0003332,,PATO:0001579,contractility,UBERON:0002108,small intestine
OBA:0003333,,PATO:0000051,morphology,CL:0000015,male germ cell
OBA:0003334,,PATO:0000117,size,UBERON:0001577,facial muscle
OBA:0003335,,PATO:0000117,size,UBERON:0034908,scapular muscle
OBA:0003336,,PATO:0000136,closure,UBERON:0001711,eyelid
OBA:0003337,,PATO:0000070,amount,UBERON:0000002,uterine cervix
OBA:0003338,,PATO:0002005,concavity,UBERON:0000056,ureter
OBA:0003339,,PATO:0002175,deviation,UBERON:0002544,digit
OBA:0003340,,PATO:0000117,size,UBERON:0000074,renal glomerulus
OBA:0003341,,PATO:0000070,amount,GO:0022011,myelination in peripheral nervous system
OBA:0003342,,PATO:0000117,size,UBERON:0001476,deltoid
OBA:0003343,,PATO:0001591,curvature,UBERON:0007709,superior cerebellar peduncle of pons
OBA:0003344,,PATO:0000052,shape,UBERON:0000964,cornea
OBA:0003345,,PATO:0000140,position,UBERON:0001350,coccyx
OBA:0003346,,PATO:0000117,size,UBERON:0001712,upper eyelid
OBA:0003347,,PATO:0000025,composition,UBERON:0000053,macula lutea
OBA:0003348,,PATO:0000060,spatial pattern,UBERON:0019254,upper eyelash
OBA:0003349,,PATO:0000122,length,UBERON:0019255,lower eyelash
OBA:0003350,,PATO:0000070,amount,UBERON:0019254,upper eyelash
OBA:0003351,,PATO:0000052,shape,UBERON:0001423,radius bone
OBA:0003352,,PATO:0000070,amount,CL:0000542,lymphocyte
OBA:0003353,,PATO:0000070,amount,CL:0000623,natural killer cell
OBA:0003354,,PATO:0002037,degeneration,UBERON:0002435,striatum
OBA:0003355,,PATO:0000161,rate,GO:0017168,5-oxoprolinase (ATP-hydrolyzing) activity
OBA:0003356,,PATO:0000051,morphology,UBERON:0007830,pelvic girdle bone/zone
OBA:0003357,,PATO:0002181,displaced,UBERON:0002046,thyroid gland
OBA:0003358,,PATO:0000117,size,UBERON:0003632,pedal digit 2
OBA:0003359,,PATO:0000117,size,UBERON:0003633,pedal digit 3
OBA:0003360,,PATO:0000117,size,UBERON:0003634,pedal digit 4
OBA:0003361,,PATO:0000117,size,UBERON:0003635,pedal digit 5
OBA:0003362,,PATO:0001442,wholeness,UBERON:0001437,epiphysis
OBA:0003363,,PATO:0000025,composition,UBERON:0001015,musculature
OBA:0003364,,PATO:0000025,composition,UBERON:0010743,meningeal cluster
OBA:0003365,,PATO:0000141,structure,UBERON:0001438,metaphysis
OBA:0003366,,PATO:0000117,size,UBERON:0004317,distal phalanx of pedal digit 3
OBA:0003367,,PATO:0000117,size,UBERON:0004318,distal phalanx of pedal digit 4
OBA:0003368,,PATO:0000117,size,UBERON:0004319,distal phalanx of pedal digit 5
OBA:0003369,,PATO:0000117,size,UBERON:0004325,middle phalanx of pedal digit 3
OBA:0003370,,PATO:0000117,size,UBERON:0004326,middle phalanx of pedal digit 4
OBA:0003371,,PATO:0000117,size,UBERON:0004327,middle phalanx of pedal digit 5
OBA:0003372,,PATO:0000117,size,UBERON:0004334,proximal phalanx of pedal digit 3
OBA:0003373,,PATO:0000117,size,UBERON:0004335,proximal phalanx of pedal digit 4
OBA:0003374,,PATO:0000117,size,UBERON:0004336,proximal phalanx of pedal digit 5
OBA:0003375,,PATO:0001591,curvature,UBERON:0004325,middle phalanx of pedal digit 3
OBA:0003376,,PATO:0001591,curvature,UBERON:0004326,middle phalanx of pedal digit 4
OBA:0003377,,PATO:0001591,curvature,UBERON:0004327,middle phalanx of pedal digit 5
OBA:0003378,,PATO:0001591,curvature,UBERON:0004334,proximal phalanx of pedal digit 3
OBA:0003379,,PATO:0001591,curvature,UBERON:0004335,proximal phalanx of pedal digit 4
OBA:0003380,,PATO:0001591,curvature,UBERON:0004336,proximal phalanx of pedal digit 5
OBA:0003381,,PATO:0001591,curvature,UBERON:0004317,distal phalanx of pedal digit 3
OBA:0003382,,PATO:0001591,curvature,UBERON:0004318,distal phalanx of pedal digit 4
OBA:0003383,,PATO:0001591,curvature,UBERON:0004319,distal phalanx of pedal digit 5
OBA:0003384,,PATO:0000070,amount,CL:0000097,mast cell
OBA:0003385,,PATO:0000070,amount,GO:0060073,micturition
OBA:0003386,,PATO:0000070,amount,UBERON:0010707,appendage girdle complex
OBA:0003387,,PATO:0000025,composition,UBERON:0004090,periorbital region
OBA:0003388,,PATO:0000025,composition,UBERON:0001711,eyelid
OBA:0003389,,PATO:0000141,structure,UBERON:0001637,artery
OBA:0003390,,PATO:0000965,symmetry,GO:0040007,growth
OBA:0003391,,PATO:0000025,composition,UBERON:0007844,cartilage element
OBA:0003392,,PATO:0000025,composition,UBERON:0002048,lung
OBA:0003393,,PATO:0000051,morphology,UBERON:0008867,trabecular network of bone
OBA:0003394,,PATO:0000140,position,UBERON:0000996,vagina
OBA:0003395,,PATO:0001599,rotated,UBERON:0000979,tibia
OBA:0003396,,PATO:0000141,structure,UBERON:0000468,multicellular organism
OBA:0003397,,PATO:0002083,altered number of,CL:0000128,oligodendrocyte
OBA:0003398,,PATO:0000025,composition,UBERON:0001630,muscle organ
OBA:0003399,,PATO:0000141,structure,UBERON:0009567,nail of pedal digit
OBA:0003400,,PATO:0000117,size,UBERON:0002032,areola
OBA:0003401,,PATO:0000117,size,UBERON:0001509,triceps brachii
OBA:0003402,,PATO:0000117,size,UBERON:0001640,celiac artery
OBA:0003403,,PATO:0000117,size,UBERON:0001182,superior mesenteric artery
OBA:0003404,,PATO:0000117,size,UBERON:0001183,inferior mesenteric artery
OBA:0003405,,PATO:0000070,amount,UBERON:0006767,head of femur
OBA:0003406,,PATO:0000070,amount,UBERON:0007119,neck of femur
OBA:0003407,,PATO:0000119,height,UBERON:0001273,ilium
OBA:0003408,,PATO:0000141,structure,UBERON:0002114,duodenum
OBA:0003409,,PATO:0002005,concavity,UBERON:0002207,xiphoid process
OBA:0003410,,PATO:0000140,position,UBERON:0002207,xiphoid process
OBA:0003411,,PATO:0000117,size,UBERON:0002207,xiphoid process
OBA:0003412,,PATO:0000136,closure,UBERON:0010262,operculum of brain
OBA:0003413,,PATO:0000117,size,UBERON:0001954,Ammon's horn
OBA:0003414,,PATO:0000122,length,UBERON:0002336,corpus callosum
OBA:0003415,,PATO:0000052,shape,UBERON:0001467,shoulder
OBA:0003416,,PATO:0001309,duration,GO:0043084,penile erection
OBA:0003417,,PATO:0002325,onset quality,GO:0000819,sister chromatid segregation
OBA:0003418,,PATO:0000070,amount,UBERON:0011277,nail of manual digit 5
OBA:0003419,,PATO:0000070,amount,UBERON:0011282,nail of pedal digit 5
OBA:0003420,,PATO:0000070,amount,UBERON:0018552,lateral incisor tooth
OBA:0003421,,PATO:0000070,amount,UBERON:0018602,lower lateral incisor tooth
OBA:0003422,,PATO:0000070,amount,UBERON:0018570,lower lateral secondary incisor tooth
OBA:0003423,,PATO:0000070,amount,UBERON:0018596,lower lateral primary incisor tooth
OBA:0003424,,PATO:0000070,amount,UBERON:0003450,upper jaw incisor
OBA:0003425,,PATO:0000070,amount,UBERON:0003451,lower jaw incisor
OBA:0003426,,PATO:0000122,length,UBERON:0001691,external ear
OBA:0003427,,PATO:0000136,closure,UBERON:0005620,primary palate
OBA:0003428,,PATO:0000136,closure,UBERON:0003216,hard palate
OBA:0003429,,PATO:0002181,displaced,UBERON:0001702,eyelash
OBA:0003430,,PATO:0000070,amount,UBERON:0001711,eyelid
OBA:0003431,,PATO:0000117,size,UBERON:0001711,eyelid
OBA:0003432,,PATO:0000051,morphology,UBERON:0006937,inner ear epithelium
OBA:0003433,,PATO:0000150,texture,UBERON:0001691,external ear
OBA:0003434,,PATO:0015007,prominence,UBERON:0001691,external ear
OBA:0003435,,PATO:0000070,amount,UBERON:0002295,scala media
OBA:0003436,,PATO:0000051,morphology,UBERON:0005411,bony otic capsule
OBA:0003437,,PATO:0002037,degeneration,UBERON:0002227,spiral organ of cochlea
OBA:0003438,,PATO:0002325,onset quality,GO:0060185,outer ear unfolding
OBA:0003439,,PATO:0000117,size,UBERON:0001690,ear
OBA:0003440,,PATO:0002325,onset quality,GO:0060186,outer ear emergence
OBA:0003441,,PATO:0002325,onset quality,GO:0001503,ossification
OBA:0003442,,PATO:0001662,fragility,UBERON:0001434,skeletal system
OBA:0003443,,PATO:0000117,size,UBERON:0005944,axial skeleton plus cranial skeleton
OBA:0003444,,PATO:0002325,onset quality,UBERON:0003685,cranial suture
OBA:0003445,,PATO:0000122,length,UBERON:0001684,mandible
OBA:0003446,,PATO:0000122,length,UBERON:0002244,premaxilla
OBA:0003447,,PATO:0000122,length,UBERON:0002397,maxilla
OBA:0003448,,PATO:0000070,amount,UBERON:0005087,tooth placode
OBA:0003449,,PATO:0000057,occurrence,GO:0042476,odontogenesis
OBA:0003450,,PATO:0002325,onset quality,GO:0044691,tooth eruption
OBA:0003451,,PATO:0001662,fragility,UBERON:0001091,calcareous tooth
OBA:0003452,,PATO:0002037,degeneration,UBERON:0003655,molar tooth
OBA:0003453,,PATO:0001433,growth quality of occurrent,UBERON:0003655,molar tooth
OBA:0003454,,PATO:0002037,degeneration,CL:0000059,ameloblast
OBA:0003455,,PATO:0002009,branchiness,UBERON:0002228,rib
OBA:0003457,,PATO:0000070,amount,CL:0000138,chondrocyte
OBA:0003458,,PATO:0000070,amount,CL:0002092,bone marrow cell
OBA:0003459,,PATO:0002083,altered number of,CL:0000038,erythroid progenitor cell
OBA:0003460,,PATO:0000918,volume,CL:0000232,erythrocyte
OBA:0003461,,PATO:0000161,rate,GO:0008015,blood circulation
OBA:0003462,,PATO:0000161,rate,GO:0009566,fertilization
OBA:0003463,,PATO:0000141,structure,UBERON:0001981,blood vessel
OBA:0003464,,PATO:0001925,surface feature shape,CL:0000232,erythrocyte
OBA:0003465,,PATO:0002264,organization quality,UBERON:0007798,vascular system
OBA:0003466,,PATO:0000070,amount,GO:0001569,patterning of blood vessels
OBA:0003467,,PATO:0000136,closure,UBERON:0001981,blood vessel
OBA:0003468,,PATO:0000117,size,UBERON:0004784,heart ventricle wall
OBA:0003469,,PATO:0000051,morphology,UBERON:0000946,cardial valve
OBA:0003470,,PATO:0000117,size,UBERON:0000946,cardial valve
OBA:0003471,,PATO:0000117,size,UBERON:0002407,pericardium
OBA:0003472,,PATO:0000117,size,UBERON:0002408,parietal serous pericardium
OBA:0003473,,PATO:0000117,size,UBERON:0002511,trabecula carnea
OBA:0003474,,PATO:0000070,amount,UBERON:0002511,trabecula carnea
OBA:0003475,,PATO:0000070,amount,UBERON:0002062,endocardial cushion
OBA:0003476,,PATO:0000070,amount,GO:0070265,necrotic cell death
OBA:0003477,,PATO:0000070,amount,CL:0000584,enterocyte
OBA:0003478,,PATO:0000014,color,UBERON:0002259,corpora quadrigemina
OBA:0003479,,PATO:0000161,rate,GO:0008283,cell proliferation
OBA:0003480,,PATO:0000141,structure,UBERON:0002073,hair follicle
OBA:0003481,,PATO:0000070,amount,UBERON:0002073,hair follicle
OBA:0003482,,PATO:0000140,position,UBERON:0002073,hair follicle
OBA:0003483,,PATO:0002325,onset quality,GO:0001942,hair follicle development
OBA:0003484,,PATO:0000161,rate,GO:0042637,catagen
OBA:0003485,,PATO:0000057,occurrence,GO:0031069,hair follicle morphogenesis
OBA:0003486,,PATO:0001591,curvature,UBERON:0001037,strand of hair
OBA:0003487,,PATO:0000052,shape,UBERON:0010512,strand of guard hair
OBA:0003488,,PATO:0001591,curvature,UBERON:0010512,strand of guard hair
OBA:0003489,,PATO:0001591,curvature,UBERON:0010511,strand of awl hair
OBA:0003490,,PATO:0001591,curvature,UBERON:0010513,strand of zigzag hair
OBA:0003491,,PATO:0001591,curvature,UBERON:0010510,strand of auchene hair
OBA:0003492,,PATO:0000070,amount,UBERON:0010514,strand of duvet hair
OBA:0003493,,PATO:0000052,shape,UBERON:0001037,strand of hair
OBA:0003494,,PATO:0000017,color saturation,UBERON:0001037,strand of hair
OBA:0003495,,PATO:0002325,onset quality,GO:0042640,anagen
OBA:0003496,,PATO:0002181,displaced,GO:0042640,anagen
OBA:0003497,,PATO:0000070,amount,UBERON:0018242,palatine bone horizontal plate
OBA:0003498,,PATO:0001591,curvature,UBERON:0003128,cranium
OBA:0003499,,PATO:0000051,morphology,UBERON:0004089,midface
OBA:0003500,,PATO:0000122,length,UBERON:0004089,midface
OBA:0003501,,PATO:0001591,curvature,UBERON:0004089,midface
OBA:0003502,,PATO:0000944,sharpness,UBERON:0004089,midface
OBA:0003503,,PATO:0000150,texture,UBERON:0004089,midface
OBA:0003504,,PATO:0000051,morphology,UBERON:0001684,mandible
OBA:0003505,,PATO:0000117,size,UBERON:0003278,skeleton of lower jaw
OBA:0003506,,PATO:0000070,amount,UBERON:0004451,trunk or cervical vertebra
OBA:0003507,,PATO:0000117,size,UBERON:0001976,epithelium of esophagus
OBA:0003508,,PATO:0000051,morphology,UBERON:0010040,stomach non-glandular epithelium
OBA:0003509,,PATO:0002325,onset quality,GO:0048565,digestive tract development
OBA:0003510,,PATO:0000051,morphology,UBERON:0002333,pulmonary trunk
OBA:0003511,,PATO:0000070,amount,UBERON:0001231,nephron tubule
OBA:0003512,,PATO:0000117,size,UBERON:0001294,inner medulla of kidney
OBA:0003513,,PATO:0002325,onset quality,GO:0001822,kidney development
OBA:0003514,,PATO:0000965,symmetry,UBERON:0002167,right lung
OBA:0003515,,PATO:0000141,structure,UBERON:0003517,kidney blood vessel
OBA:0003516,,PATO:0000117,size,UBERON:0011947,ureter luminal urothelium
OBA:0003517,,PATO:0000117,size,UBERON:0004645,urinary bladder urothelium
OBA:0003518,,PATO:0000051,morphology,UBERON:0001435,carpal bone
OBA:0003519,,PATO:0002181,displaced,UBERON:0002544,digit
OBA:0003520,,PATO:0002247,degree of pigmentation,UBERON:0015484,skin of metapodial pad
OBA:0003521,,PATO:0000052,shape,UBERON:0007812,post-anal tail
OBA:0003522,,PATO:0000117,size,UBERON:0007812,post-anal tail
OBA:0003523,,PATO:0000122,length,UBERON:0007812,post-anal tail
OBA:0003524,,PATO:0002325,onset quality,GO:0001889,liver development
OBA:0003525,,PATO:0000117,size,UBERON:0006729,liver perisinusoidal space
OBA:0003526,,PATO:0000017,color saturation,UBERON:0002107,liver
OBA:0003527,,PATO:0000070,amount,CL:0000182,hepatocyte
