"OBA"	"RELATIONSHIP"	"VT"	"LABEL"
"OBA:VT0002248"	"skos:exactMatch"	"VT:0002248"	"sphenoid sinus morphology trait"
"OBA:VT0002249"	"skos:exactMatch"	"VT:0002249"	"larynx morphology trait"
"OBA:VT0002250"	"skos:exactMatch"	"VT:0002250"	"hypopharynx morphology trait"
"OBA:VT0002251"	"skos:exactMatch"	"VT:0002251"	"nasopharynx morphology trait"
"OBA:VT0002252"	"skos:exactMatch"	"VT:0002252"	"oropharynx morphology trait"
"OBA:VT0002253"	"skos:exactMatch"	"VT:0002253"	"pharyngeal muscle morphology trait"
"OBA:VT0002255"	"skos:exactMatch"	"VT:0002255"	"glottis morphology trait"
"OBA:VT0002256"	"skos:exactMatch"	"VT:0002256"	"laryngeal cartilage morphology trait"
"OBA:VT0002257"	"skos:exactMatch"	"VT:0002257"	"arytenoid cartilage morphology trait"
"OBA:VT0002258"	"skos:exactMatch"	"VT:0002258"	"cricoid cartilage morphology trait"
"OBA:VT0002259"	"skos:exactMatch"	"VT:0002259"	"epiglottis morphology trait"
"OBA:VT0002260"	"skos:exactMatch"	"VT:0002260"	"thyroid cartilage morphology trait"
"OBA:VT0002261"	"skos:exactMatch"	"VT:0002261"	"laryngeal mucosa morphology trait"
"OBA:VT0002263"	"skos:exactMatch"	"VT:0002263"	"laryngeal muscle morphology trait"
"OBA:VT0002264"	"skos:exactMatch"	"VT:0002264"	"bronchus morphology trait"
"OBA:VT0002265"	"skos:exactMatch"	"VT:0002265"	"left major bronchus morphology trait"
"OBA:VT0002266"	"skos:exactMatch"	"VT:0002266"	"right major bronchus morphology trait"
"OBA:VT0002267"	"skos:exactMatch"	"VT:0002267"	"bronchiole morphology trait"
"OBA:VT0002268"	"skos:exactMatch"	"VT:0002268"	"terminal bronchiole morphology trait"
"OBA:VT0002270"	"skos:exactMatch"	"VT:0002270"	"respiratory alveoli morphology trait"
"OBA:VT0002271"	"skos:exactMatch"	"VT:0002271"	"respiratory alveolar duct morphology trait"
"OBA:VT0002276"	"skos:exactMatch"	"VT:0002276"	"lung interstitium morphology trait"
"OBA:VT0002277"	"skos:exactMatch"	"VT:0002277"	"respiratory mucosa morphology trait"
"OBA:VT0002278"	"skos:exactMatch"	"VT:0002278"	"respiratory muscle morphology trait"
"OBA:VT0002279"	"skos:exactMatch"	"VT:0002279"	"diaphragm morphology trait"
"OBA:VT0002280"	"skos:exactMatch"	"VT:0002280"	"intercostal muscle morphology trait"
"OBA:VT0002282"	"skos:exactMatch"	"VT:0002282"	"trachea morphology trait"
"OBA:VT0002284"	"skos:exactMatch"	"VT:0002284"	"tracheal smooth muscle morphology trait"
"OBA:VT0002292"	"skos:exactMatch"	"VT:0002292"	"gestation period duration"
"OBA:VT0002324"	"skos:exactMatch"	"VT:0002324"	"blood-air barrier morphology trait"
"OBA:VT0002339"	"skos:exactMatch"	"VT:0002339"	"lymph node morphology trait"
"OBA:VT0002340"	"skos:exactMatch"	"VT:0002340"	"axillary lymph node morphology trait"
"OBA:VT0002342"	"skos:exactMatch"	"VT:0002342"	"lymph node trabecula morphology"
"OBA:VT0002343"	"skos:exactMatch"	"VT:0002343"	"lymph node cortex morphology trait"
"OBA:VT0002344"	"skos:exactMatch"	"VT:0002344"	"lymph node B cell domain morphology trait"
"OBA:VT0002345"	"skos:exactMatch"	"VT:0002345"	"lymph node primary follicle morphology trait"
"OBA:VT0002346"	"skos:exactMatch"	"VT:0002346"	"lymph node secondary follicle morphology trait"
"OBA:VT0002347"	"skos:exactMatch"	"VT:0002347"	"lymph node T cell domain morphology trait"
"OBA:VT0002348"	"skos:exactMatch"	"VT:0002348"	"lymph node medulla morphology trait"
"OBA:VT0002349"	"skos:exactMatch"	"VT:0002349"	"afferent lymphatic vessel morphology trait"
"OBA:VT0002350"	"skos:exactMatch"	"VT:0002350"	"efferent lymphatic vessel morphology trait"
"OBA:VT0002351"	"skos:exactMatch"	"VT:0002351"	"cervical lymph node morphology trait"
"OBA:VT0002352"	"skos:exactMatch"	"VT:0002352"	"popliteal lymph node morphology trait"
"OBA:VT0002353"	"skos:exactMatch"	"VT:0002353"	"inguinal lymph node morphology trait"
"OBA:VT0002354"	"skos:exactMatch"	"VT:0002354"	"spleen trabecular artery morphology trait"
"OBA:VT0002356"	"skos:exactMatch"	"VT:0002356"	"spleen red pulp morphology trait"
"OBA:VT0002357"	"skos:exactMatch"	"VT:0002357"	"spleen white pulp morphology trait"
"OBA:VT0002358"	"skos:exactMatch"	"VT:0002358"	"spleen periarteriolar lymphoid sheath morphology trait"
"OBA:VT0002359"	"skos:exactMatch"	"VT:0002359"	"spleen germinal center morphology trait"
"OBA:VT0002360"	"skos:exactMatch"	"VT:0002360"	"spleen B cell corona morphology trait"
"OBA:VT0002361"	"skos:exactMatch"	"VT:0002361"	"spleen central arteriole morphology trait"
"OBA:VT0002362"	"skos:exactMatch"	"VT:0002362"	"spleen marginal zone morphology trait"
"OBA:VT0002363"	"skos:exactMatch"	"VT:0002363"	"spleen marginal sinus morphology trait"
"OBA:VT0002364"	"skos:exactMatch"	"VT:0002364"	"thymus size trait"
"OBA:VT0002367"	"skos:exactMatch"	"VT:0002367"	"thymus lobule morphology trait"
"OBA:VT0002368"	"skos:exactMatch"	"VT:0002368"	"thymus capsule morphology trait"
"OBA:VT0002369"	"skos:exactMatch"	"VT:0002369"	"thymus subcapsular epithelium morphology trait"
"OBA:VT0002370"	"skos:exactMatch"	"VT:0002370"	"thymus trabecula morphology"
"OBA:VT0002371"	"skos:exactMatch"	"VT:0002371"	"thymus cortex morphology trait"
"OBA:VT0002375"	"skos:exactMatch"	"VT:0002375"	"thymus medulla morphology trait"
"OBA:VT0002376"	"skos:exactMatch"	"VT:0002376"	"dendritic cell physiology trait"
"OBA:VT0002377"	"skos:exactMatch"	"VT:0002377"	"mucosa-associated lymphoid tissue morphology trait"
"OBA:VT0002378"	"skos:exactMatch"	"VT:0002378"	"gut-associated lymphoid tissue morphology trait"
"OBA:VT0002379"	"skos:exactMatch"	"VT:0002379"	"oropharyngeal lymphoid tissue morphology trait"
"OBA:VT0002380"	"skos:exactMatch"	"VT:0002380"	"tonsil morphology trait"
"OBA:VT0002384"	"skos:exactMatch"	"VT:0002384"	"nasopharyngeal tonsil morphology trait"
"OBA:VT0002385"	"skos:exactMatch"	"VT:0002385"	"lingual tonsillar tissue morphology trait"
"OBA:VT0002386"	"skos:exactMatch"	"VT:0002386"	"tubal tonsil morphology trait"
"OBA:VT0002388"	"skos:exactMatch"	"VT:0002388"	"Peyer's patch epithelium morphology trait"
"OBA:VT0002389"	"skos:exactMatch"	"VT:0002389"	"Peyer's patch follicle morphology trait"
"OBA:VT0002391"	"skos:exactMatch"	"VT:0002391"	"Peyer's patch germinal center morphology trait"
"OBA:VT0002393"	"skos:exactMatch"	"VT:0002393"	"bronchus-associated lymphoid tissue morphology trait"
"OBA:VT0002419"	"skos:exactMatch"	"VT:0002419"	"innate immune response trait"
"OBA:VT0002428"	"skos:exactMatch"	"VT:0002428"	"semicircular canal morphology trait"
"OBA:VT0002455"	"skos:exactMatch"	"VT:0002455"	"dendritic cell antigen presentation trait"
"OBA:VT0002460"	"skos:exactMatch"	"VT:0002460"	"blood immunoglobulin amount"
"OBA:VT0002504"	"skos:exactMatch"	"VT:0002504"	"serotonin activity"
"OBA:VT0002543"	"skos:exactMatch"	"VT:0002543"	"phalanx length"
"OBA:VT0002544"	"skos:exactMatch"	"VT:0002544"	"digit length"
"OBA:VT0002551"	"skos:exactMatch"	"VT:0002551"	"blood coagulation trait"
"OBA:VT0002576"	"skos:exactMatch"	"VT:0002576"	"enamel morphology trait"
"OBA:VT0002581"	"skos:exactMatch"	"VT:0002581"	"ileum morphology trait"
"OBA:VT0002631"	"skos:exactMatch"	"VT:0002631"	"epididymis morphology trait"
"OBA:VT0002637"	"skos:exactMatch"	"VT:0002637"	"uterus size trait"
"OBA:VT0002644"	"skos:exactMatch"	"VT:0002644"	"blood triglyceride amount"
"OBA:VT0002648"	"skos:exactMatch"	"VT:0002648"	"enamel delamination trait"
"OBA:VT0002651"	"skos:exactMatch"	"VT:0002651"	"sciatic nerve morphology trait"
"OBA:VT0002653"	"skos:exactMatch"	"VT:0002653"	"ependyma morphology trait"
"OBA:VT0002656"	"skos:exactMatch"	"VT:0002656"	"keratinocyte development trait"
"OBA:VT0002658"	"skos:exactMatch"	"VT:0002658"	"liver regeneration trait"
"OBA:VT0002660"	"skos:exactMatch"	"VT:0002660"	"caput epididymis morphology trait"
"OBA:VT0002661"	"skos:exactMatch"	"VT:0002661"	"corpus epididymis morphology trait"
"OBA:VT0002662"	"skos:exactMatch"	"VT:0002662"	"cauda epididymis morphology trait"
"OBA:VT0002664"	"skos:exactMatch"	"VT:0002664"	"blood adrenocorticotropin amount"
"OBA:VT0002668"	"skos:exactMatch"	"VT:0002668"	"blood potassium amount"
"OBA:VT0002669"	"skos:exactMatch"	"VT:0002669"	"scrotum morphology trait"
"OBA:VT0002674"	"skos:exactMatch"	"VT:0002674"	"sperm motility trait"
"OBA:VT0002679"	"skos:exactMatch"	"VT:0002679"	"corpus luteum morphology trait"
"OBA:VT0002680"	"skos:exactMatch"	"VT:0002680"	"corpus luteum quantity"
"OBA:VT0002682"	"skos:exactMatch"	"VT:0002682"	"mature ovarian follicle quantity"
"OBA:VT0002689"	"skos:exactMatch"	"VT:0002689"	"molar morphology trait"
"OBA:VT0002693"	"skos:exactMatch"	"VT:0002693"	"pancreas gland physiology trait"
"OBA:VT0002694"	"skos:exactMatch"	"VT:0002694"	"secretion by pancreas trait"
"OBA:VT0002695"	"skos:exactMatch"	"VT:0002695"	"blood glucagon amount"
"OBA:VT0002697"	"skos:exactMatch"	"VT:0002697"	"eye size trait"
"OBA:VT0002698"	"skos:exactMatch"	"VT:0002698"	"sclera morphology trait"
"OBA:VT0002699"	"skos:exactMatch"	"VT:0002699"	"vitreous body morphology trait"
"OBA:VT0002703"	"skos:exactMatch"	"VT:0002703"	"kidney tubule morphology trait"
"OBA:VT0002705"	"skos:exactMatch"	"VT:0002705"	"kidney tubule size trait"
"OBA:VT0002706"	"skos:exactMatch"	"VT:0002706"	"kidney size trait"
"OBA:VT0002707"	"skos:exactMatch"	"VT:0002707"	"kidney mass"
"OBA:VT0002713"	"skos:exactMatch"	"VT:0002713"	"glycogen catabolism trait"
"OBA:VT0002716"	"skos:exactMatch"	"VT:0002716"	"preputial gland size trait"
"OBA:VT0002717"	"skos:exactMatch"	"VT:0002717"	"preputial gland morphology trait"
"OBA:VT0002718"	"skos:exactMatch"	"VT:0002718"	"inner cell mass morphology trait"
"OBA:VT0002722"	"skos:exactMatch"	"VT:0002722"	"immune system organ morphology trait"
"OBA:VT0002725"	"skos:exactMatch"	"VT:0002725"	"vein morphology trait"
"OBA:VT0002726"	"skos:exactMatch"	"VT:0002726"	"pulmonary vein morphology trait"
"OBA:VT0002729"	"skos:exactMatch"	"VT:0002729"	"inner ear canal morphology trait"
"OBA:VT0002731"	"skos:exactMatch"	"VT:0002731"	"colon size trait"
"OBA:VT0002733"	"skos:exactMatch"	"VT:0002733"	"thermal nociception trait"
"OBA:VT0002734"	"skos:exactMatch"	"VT:0002734"	"mechanical nociception trait"
"OBA:VT0002735"	"skos:exactMatch"	"VT:0002735"	"chemical nociception trait"
"OBA:VT0002739"	"skos:exactMatch"	"VT:0002739"	"olfactory bulb development trait"
"OBA:VT0002741"	"skos:exactMatch"	"VT:0002741"	"olfactory bulb size trait"
"OBA:VT0002742"	"skos:exactMatch"	"VT:0002742"	"submandibular lymph node size trait"
"OBA:VT0002746"	"skos:exactMatch"	"VT:0002746"	"semilunar valve morphology trait"
"OBA:VT0002751"	"skos:exactMatch"	"VT:0002751"	"autonomic nervous system morphology trait"
"OBA:VT0002752"	"skos:exactMatch"	"VT:0002752"	"somatic nervous system morphology trait"
"OBA:VT0002753"	"skos:exactMatch"	"VT:0002753"	"left ventricle size trait"
"OBA:VT0002754"	"skos:exactMatch"	"VT:0002754"	"right ventricle size trait"
"OBA:VT0002758"	"skos:exactMatch"	"VT:0002758"	"tail length"
"OBA:VT0002759"	"skos:exactMatch"	"VT:0002759"	"caudal vertebra morphology trait"
"OBA:VT0002761"	"skos:exactMatch"	"VT:0002761"	"hippocampus mossy fiber morphology trait"
"OBA:VT0002769"	"skos:exactMatch"	"VT:0002769"	"vas deferens morphology trait"
"OBA:VT0002792"	"skos:exactMatch"	"VT:0002792"	"retina blood vessel morphology trait"
"OBA:VT0002796"	"skos:exactMatch"	"VT:0002796"	"skin barrier function trait"
"OBA:VT0002809"	"skos:exactMatch"	"VT:0002809"	"spinal cord size trait"
"OBA:VT0002817"	"skos:exactMatch"	"VT:0002817"	"tooth mineralization trait"
"OBA:VT0002818"	"skos:exactMatch"	"VT:0002818"	"dentin morphology trait"
"OBA:VT0002819"	"skos:exactMatch"	"VT:0002819"	"pulp cavity morphology trait"
"OBA:VT0002820"	"skos:exactMatch"	"VT:0002820"	"premaxillary bone morphology trait"
"OBA:VT0002825"	"skos:exactMatch"	"VT:0002825"	"notochord morphology trait"
"OBA:VT0002827"	"skos:exactMatch"	"VT:0002827"	"kidney corpuscle morphology trait"
"OBA:VT0002828"	"skos:exactMatch"	"VT:0002828"	"glomerular capsule morphology trait"
"OBA:VT0002829"	"skos:exactMatch"	"VT:0002829"	"juxtaglomerular apparatus morphology trait"
"OBA:VT0002835"	"skos:exactMatch"	"VT:0002835"	"cranial suture morphology trait"
"OBA:VT0002836"	"skos:exactMatch"	"VT:0002836"	"chorion morphology trait"
"OBA:VT0002840"	"skos:exactMatch"	"VT:0002840"	"lens fiber morphology trait"
"OBA:VT0002845"	"skos:exactMatch"	"VT:0002845"	"aorta mass"
"OBA:VT0002846"	"skos:exactMatch"	"VT:0002846"	"aorta capacity"
"OBA:VT0002847"	"skos:exactMatch"	"VT:0002847"	"glomerular filtration trait"
"OBA:VT0002851"	"skos:exactMatch"	"VT:0002851"	"blood sulfate amount"
"OBA:VT0002855"	"skos:exactMatch"	"VT:0002855"	"cochlear ganglion morphology trait"
"OBA:VT0002856"	"skos:exactMatch"	"VT:0002856"	"vestibular ganglion morphology trait"
"OBA:VT0002858"	"skos:exactMatch"	"VT:0002858"	"posterior semicircular canal morphology trait"
"OBA:VT0002861"	"skos:exactMatch"	"VT:0002861"	"tail bud morphology trait"
"OBA:VT0002864"	"skos:exactMatch"	"VT:0002864"	"ocular fundus morphology trait"
"OBA:VT0002876"	"skos:exactMatch"	"VT:0002876"	"thyroid gland physiology trait"
"OBA:VT0002878"	"skos:exactMatch"	"VT:0002878"	"corticospinal tract morphology trait"
"OBA:VT0002894"	"skos:exactMatch"	"VT:0002894"	"otolith morphology trait"
"OBA:VT0002895"	"skos:exactMatch"	"VT:0002895"	"otolithic membrane morphology trait"
"OBA:VT0002896"	"skos:exactMatch"	"VT:0002896"	"bone mineralization trait"
"OBA:VT0002900"	"skos:exactMatch"	"VT:0002900"	"urine phosphate amount"
"OBA:VT0002903"	"skos:exactMatch"	"VT:0002903"	"blood parathyroid hormone amount"
"OBA:VT0002907"	"skos:exactMatch"	"VT:0002907"	"parturition trait"
"OBA:VT0002909"	"skos:exactMatch"	"VT:0002909"	"adrenal gland physiology trait"
"OBA:VT0002918"	"skos:exactMatch"	"VT:0002918"	"paired-pulse facilitation trait"
"OBA:VT0002928"	"skos:exactMatch"	"VT:0002928"	"bile duct morphology trait"
"OBA:VT0002929"	"skos:exactMatch"	"VT:0002929"	"bile duct development trait"
"OBA:VT0002932"	"skos:exactMatch"	"VT:0002932"	"joint morphology trait"
"OBA:VT0002949"	"skos:exactMatch"	"VT:0002949"	"neural crest cell development trait"
"OBA:VT0002950"	"skos:exactMatch"	"VT:0002950"	"neural crest cell migration trait"
"OBA:VT0002961"	"skos:exactMatch"	"VT:0002961"	"axon guidance trait"
"OBA:VT0002970"	"skos:exactMatch"	"VT:0002970"	"white adipose morphology trait"
"OBA:VT0002971"	"skos:exactMatch"	"VT:0002971"	"brown adipose morphology trait"
"OBA:VT0002975"	"skos:exactMatch"	"VT:0002975"	"blood vessel smooth muscle size trait"
"OBA:VT0002982"	"skos:exactMatch"	"VT:0002982"	"germ cell migration trait"
"OBA:VT0002985"	"skos:exactMatch"	"VT:0002985"	"urine calcium amount"
"OBA:VT0002987"	"skos:exactMatch"	"VT:0002987"	"urine solute amount"
"OBA:VT0002990"	"skos:exactMatch"	"VT:0002990"	"ureter length"
"OBA:VT0002991"	"skos:exactMatch"	"VT:0002991"	"sebaceous gland physiology trait"
"OBA:VT0002997"	"skos:exactMatch"	"VT:0002997"	"seminal gland size trait"
"OBA:VT0002998"	"skos:exactMatch"	"VT:0002998"	"bone remodeling trait"
"OBA:VT0003005"	"skos:exactMatch"	"VT:0003005"	"hippocampus fimbria morphology trait"
"OBA:VT0003006"	"skos:exactMatch"	"VT:0003006"	"hippocampus fornix morphology trait"
"OBA:VT0003014"	"skos:exactMatch"	"VT:0003014"	"kidney medulla morphology trait"
"OBA:VT0003015"	"skos:exactMatch"	"VT:0003015"	"blood bicarbonate amount"
"OBA:VT0003018"	"skos:exactMatch"	"VT:0003018"	"blood chloride amount"
"OBA:VT0003047"	"skos:exactMatch"	"VT:0003047"	"thoracic vertebra morphology trait"
"OBA:VT0003051"	"skos:exactMatch"	"VT:0003051"	"tail shape trait"
"OBA:VT0003055"	"skos:exactMatch"	"VT:0003055"	"epiphyseal plate morphology trait"
"OBA:VT0003056"	"skos:exactMatch"	"VT:0003056"	"hyoid bone morphology trait"
"OBA:VT0003057"	"skos:exactMatch"	"VT:0003057"	"epicardium morphology trait"
"OBA:VT0003069"	"skos:exactMatch"	"VT:0003069"	"superior semicircular canal morphology trait"
"OBA:VT0003072"	"skos:exactMatch"	"VT:0003072"	"metatarsus morphology trait"
"OBA:VT0003073"	"skos:exactMatch"	"VT:0003073"	"metacarpus morphology trait"
"OBA:VT0003074"	"skos:exactMatch"	"VT:0003074"	"metacarpus quantity"
"OBA:VT0003081"	"skos:exactMatch"	"VT:0003081"	"soleus morphology trait"
"OBA:VT0003082"	"skos:exactMatch"	"VT:0003082"	"gastrocnemius morphology trait"
"OBA:VT0003083"	"skos:exactMatch"	"VT:0003083"	"tibialis anterior morphology trait"
"OBA:VT0003085"	"skos:exactMatch"	"VT:0003085"	"egg cylinder morphology trait"
"OBA:VT0003088"	"skos:exactMatch"	"VT:0003088"	"prepulse inhibition trait"
"OBA:VT0003092"	"skos:exactMatch"	"VT:0003092"	"corneal stroma thickness"
"OBA:VT0003093"	"skos:exactMatch"	"VT:0003093"	"anterior stroma morphology trait"
"OBA:VT0003094"	"skos:exactMatch"	"VT:0003094"	"posterior stroma morphology trait"
"OBA:VT0003102"	"skos:exactMatch"	"VT:0003102"	"sclera thickness"
"OBA:VT0003104"	"skos:exactMatch"	"VT:0003104"	"skull size trait"
"OBA:VT0003105"	"skos:exactMatch"	"VT:0003105"	"heart atrium morphology trait"
"OBA:VT0003110"	"skos:exactMatch"	"VT:0003110"	"processus brevis morphology trait"
"OBA:VT0003112"	"skos:exactMatch"	"VT:0003112"	"parathyroid gland size trait"
"OBA:VT0003115"	"skos:exactMatch"	"VT:0003115"	"respiratory system development trait"
"OBA:VT0003120"	"skos:exactMatch"	"VT:0003120"	"tracheal cartilage morphology trait"
"OBA:VT0003126"	"skos:exactMatch"	"VT:0003126"	"vulva morphology trait"
"OBA:VT0003127"	"skos:exactMatch"	"VT:0003127"	"clitoris morphology trait"
"OBA:VT0003140"	"skos:exactMatch"	"VT:0003140"	"heart atrium size trait"
"OBA:VT0003143"	"skos:exactMatch"	"VT:0003143"	"otolith size trait"
"OBA:VT0003144"	"skos:exactMatch"	"VT:0003144"	"otolith quantity"
"OBA:VT0003149"	"skos:exactMatch"	"VT:0003149"	"tectorial membrane morphology trait"
"OBA:VT0003151"	"skos:exactMatch"	"VT:0003151"	"tunnel of Corti morphology trait"
"OBA:VT0003154"	"skos:exactMatch"	"VT:0003154"	"soft palate morphology trait"
"OBA:VT0003156"	"skos:exactMatch"	"VT:0003156"	"leukocyte migration trait"
"OBA:VT0003159"	"skos:exactMatch"	"VT:0003159"	"esophageal smooth muscle morphology trait"
"OBA:VT0003162"	"skos:exactMatch"	"VT:0003162"	"lateral semicircular canal size trait"
"OBA:VT0003164"	"skos:exactMatch"	"VT:0003164"	"posterior semicircular canal size trait"
"OBA:VT0003166"	"skos:exactMatch"	"VT:0003166"	"superior semicircular canal size trait"
"OBA:VT0003167"	"skos:exactMatch"	"VT:0003167"	"scala tympani morphology trait"
"OBA:VT0003168"	"skos:exactMatch"	"VT:0003168"	"scala vestibuli morphology trait"
"OBA:VT0003169"	"skos:exactMatch"	"VT:0003169"	"scala media morphology trait"
"OBA:VT0003208"	"skos:exactMatch"	"VT:0003208"	"neuromere morphology trait"
"OBA:VT0003209"	"skos:exactMatch"	"VT:0003209"	"pulmonary elastic fiber morphology trait"
"OBA:VT0003211"	"skos:exactMatch"	"VT:0003211"	"aorta elastic tissue morphology trait"
"OBA:VT0003228"	"skos:exactMatch"	"VT:0003228"	"sinus venosus morphology trait"
"OBA:VT0003231"	"skos:exactMatch"	"VT:0003231"	"placenta vascular morphology trait"
"OBA:VT0003232"	"skos:exactMatch"	"VT:0003232"	"forebrain development trait"
"OBA:VT0003235"	"skos:exactMatch"	"VT:0003235"	"alisphenoid morphology trait"
"OBA:VT0003236"	"skos:exactMatch"	"VT:0003236"	"lens capsule morphology trait"
"OBA:VT0003237"	"skos:exactMatch"	"VT:0003237"	"lens epithelium morphology trait"
"OBA:VT0003252"	"skos:exactMatch"	"VT:0003252"	"bile duct physiology trait"
"OBA:VT0003253"	"skos:exactMatch"	"VT:0003253"	"bile duct size trait"
"OBA:VT0003257"	"skos:exactMatch"	"VT:0003257"	"abdominal wall morphology trait"
"OBA:VT0003271"	"skos:exactMatch"	"VT:0003271"	"duodenum morphology trait"
"OBA:VT0003283"	"skos:exactMatch"	"VT:0003283"	"digestive organ orientation trait"
"OBA:VT0003284"	"skos:exactMatch"	"VT:0003284"	"large intestine orientation trait"
"OBA:VT0003309"	"skos:exactMatch"	"VT:0003309"	"modiolus morphology trait"
"OBA:VT0003310"	"skos:exactMatch"	"VT:0003310"	"modiolus size trait"
"OBA:VT0003311"	"skos:exactMatch"	"VT:0003311"	"urine amino acid amount"
"OBA:VT0003315"	"skos:exactMatch"	"VT:0003315"	"perineum morphology trait"
"OBA:VT0003330"	"skos:exactMatch"	"VT:0003330"	"auditory tube morphology trait"
"OBA:VT0003345"	"skos:exactMatch"	"VT:0003345"	"rib quantity"
"OBA:VT0003346"	"skos:exactMatch"	"VT:0003346"	"pectoralis muscle morphology trait"
"OBA:VT0003349"	"skos:exactMatch"	"VT:0003349"	"blood renin amount"
"OBA:VT0003351"	"skos:exactMatch"	"VT:0003351"	"blood thyroid hormone amount"
"OBA:VT0003356"	"skos:exactMatch"	"VT:0003356"	"luteinization trait"
"OBA:VT0003357"	"skos:exactMatch"	"VT:0003357"	"granulosa cell differentiation trait"
"OBA:VT0003358"	"skos:exactMatch"	"VT:0003358"	"hypaxial muscle morphology trait"
"OBA:VT0003366"	"skos:exactMatch"	"VT:0003366"	"blood glucocorticoid amount"
"OBA:VT0003369"	"skos:exactMatch"	"VT:0003369"	"blood estrogen amount"
"OBA:VT0003383"	"skos:exactMatch"	"VT:0003383"	"gluconeogenesis trait"
"OBA:VT0003384"	"skos:exactMatch"	"VT:0003384"	"ventral body wall morphology"
"OBA:VT0003385"	"skos:exactMatch"	"VT:0003385"	"body wall morphology trait"
"OBA:VT0003396"	"skos:exactMatch"	"VT:0003396"	"embryonic hematopoiesis trait"
"OBA:VT0003398"	"skos:exactMatch"	"VT:0003398"	"skeletal muscle size trait"
"OBA:VT0003399"	"skos:exactMatch"	"VT:0003399"	"skeletal muscle fiber size trait"
"OBA:VT0003401"	"skos:exactMatch"	"VT:0003401"	"tail bud size trait"
"OBA:VT0003402"	"skos:exactMatch"	"VT:0003402"	"liver mass"
"OBA:VT0003409"	"skos:exactMatch"	"VT:0003409"	"hypertrophic chondrocyte zone thickness"
"OBA:VT0003421"	"skos:exactMatch"	"VT:0003421"	"thyroid gland development trait"
"OBA:VT0003431"	"skos:exactMatch"	"VT:0003431"	"parathyroid gland physiology trait"
"OBA:VT0003437"	"skos:exactMatch"	"VT:0003437"	"carotid body morphology trait"
"OBA:VT0003442"	"skos:exactMatch"	"VT:0003442"	"blood glycerol amount"
"OBA:VT0003444"	"skos:exactMatch"	"VT:0003444"	"neurotransmitter uptake trait"
"OBA:VT0003450"	"skos:exactMatch"	"VT:0003450"	"pancreas size trait"
"OBA:VT0003452"	"skos:exactMatch"	"VT:0003452"	"parotid gland morphology trait"
"OBA:VT0003456"	"skos:exactMatch"	"VT:0003456"	"tail size trait"
"OBA:VT0003501"	"skos:exactMatch"	"VT:0003501"	"iodide oxidation trait"
"OBA:VT0003506"	"skos:exactMatch"	"VT:0003506"	"growth hormone secretion trait"
"OBA:VT0003507"	"skos:exactMatch"	"VT:0003507"	"ovary physiology trait"
"OBA:VT0003508"	"skos:exactMatch"	"VT:0003508"	"blood dihydrotestosterone amount"
"OBA:VT0003511"	"skos:exactMatch"	"VT:0003511"	"labium morphology trait"
"OBA:VT0003512"	"skos:exactMatch"	"VT:0003512"	"labia size trait"
"OBA:VT0003515"	"skos:exactMatch"	"VT:0003515"	"labia majora morphology trait"
"OBA:VT0003517"	"skos:exactMatch"	"VT:0003517"	"labia majora size trait"
"OBA:VT0003519"	"skos:exactMatch"	"VT:0003519"	"labia majora shape trait"
"OBA:VT0003520"	"skos:exactMatch"	"VT:0003520"	"labia minora morphology trait"
"OBA:VT0003522"	"skos:exactMatch"	"VT:0003522"	"labia minora size trait"
"OBA:VT0003524"	"skos:exactMatch"	"VT:0003524"	"labia minora shape trait"
"OBA:VT0003528"	"skos:exactMatch"	"VT:0003528"	"vulva size trait"
"OBA:VT0003529"	"skos:exactMatch"	"VT:0003529"	"clitoris size trait"
"OBA:VT0003531"	"skos:exactMatch"	"VT:0003531"	"vagina development trait"
"OBA:VT0003553"	"skos:exactMatch"	"VT:0003553"	"foreskin morphology trait"
"OBA:VT0003564"	"skos:exactMatch"	"VT:0003564"	"insulin secretion trait"
"OBA:VT0003565"	"skos:exactMatch"	"VT:0003565"	"glucagon secretion trait"
"OBA:VT0003568"	"skos:exactMatch"	"VT:0003568"	"uterine lumen morphology trait"
"OBA:VT0003572"	"skos:exactMatch"	"VT:0003572"	"uterus development trait"
"OBA:VT0003574"	"skos:exactMatch"	"VT:0003574"	"oviduct morphology trait"
"OBA:VT0003576"	"skos:exactMatch"	"VT:0003576"	"oviduct size trait"
"OBA:VT0003585"	"skos:exactMatch"	"VT:0003585"	"ureter size trait"
"OBA:VT0003588"	"skos:exactMatch"	"VT:0003588"	"ureter width"
"OBA:VT0003589"	"skos:exactMatch"	"VT:0003589"	"ureter physiology trait"
"OBA:VT0003592"	"skos:exactMatch"	"VT:0003592"	"urethra width"
"OBA:VT0003594"	"skos:exactMatch"	"VT:0003594"	"urethra size trait"
"OBA:VT0003599"	"skos:exactMatch"	"VT:0003599"	"penis size trait"
"OBA:VT0003606"	"skos:exactMatch"	"VT:0003606"	"nephron physiology trait"
"OBA:VT0003607"	"skos:exactMatch"	"VT:0003607"	"prostate physiology trait"
"OBA:VT0003618"	"skos:exactMatch"	"VT:0003618"	"cervical opening size trait"
"OBA:VT0003619"	"skos:exactMatch"	"VT:0003619"	"urine color"
"OBA:VT0003627"	"skos:exactMatch"	"VT:0003627"	"leukocyte tethering or rolling trait"
"OBA:VT0003628"	"skos:exactMatch"	"VT:0003628"	"leukocyte adhesion trait"
