id	predicate	value
EFO:0010504	rdfs:label	inositol measurement@en
EFO:0020769	rdfs:label	thrombopoietin receptor measurement
EFO:0020283	rdfs:label	complement factor D measurement
EFO:0010392	rdfs:label	sphingomyelin 16:1 measurement@en
EFO:0009330	rdfs:label	Chlamydia trachomatis seropositivity
EFO:0020339	rdfs:label	dynein light chain 1, cytoplasmic measurement
EFO:0021430	rdfs:label	N-acetyl-beta-alanine measurement@en
EFO:0008433	rdfs:label	pursuit maintenance gain measurement
EFO:0020865	rdfs:label	aortic measurement@en
EFO:0021417	rdfs:label	X-12798-to-phenylalanine ratio
EFO:0010272	rdfs:label	abdominal aortic calcification measurement@en
EFO:0008091	rdfs:label	complement C1s subcomponent measurement
EFO:0020879	rdfs:label	omega-6 polyunsaturated fatty acid change measurement
EFO:0020393	rdfs:label	focal adhesion kinase 1 measurement
EFO:0005213	rdfs:label	central corneal thickness
EFO:0600082	rdfs:label	insulin use measurement
EFO:0007054	rdfs:label	microsatellite instability measurement
EFO:0021167	rdfs:label	quinate measurement
EFO:0008105	rdfs:label	cystatin-SA measurement
EFO:0005001	rdfs:label	phenylalanine measurement
EFO:0009338	rdfs:label	Epstein-Barr virus early antigen seropositivity
EFO:0021269	rdfs:label	X-11849 measurement
EFO:0021096	rdfs:label	2-oleoylglycerophosphocholine measurement
EFO:0006506	rdfs:label	hepatic lipid content measurement
EFO:0010407	rdfs:label	triacylglycerol 48:4 measurement@en
EFO:0008000	rdfs:label	peak insulin response measurement
EFO:0020197	rdfs:label	C-C motif chemokine 24 measurement
EFO:0005680	rdfs:label	omega-6 polyunsaturated fatty acid measurement
EFO:0020497	rdfs:label	interleukin-20 receptor subunit alpha measurement
EFO:0006873	rdfs:label	theta wave measurement
EFO:0009282	rdfs:label	sodium measurement
EFO:0021379	rdfs:label	X-14977--vanillin measurement
EFO:0009938	rdfs:label	Anilide use measurement
EFO:0020422	rdfs:label	gro-beta/gamma measurement
EFO:0600040	rdfs:label	plasma clozapine-to-N-desmethylclozapine ratio measurement
EFO:0020575	rdfs:label	mitogen-activated protein kinase 11 measurement
EFO:0009716	rdfs:label	age at first facial hair
EFO:0020589	rdfs:label	natural cytotoxicity triggering receptor 2 measurement
EFO:0020685	rdfs:label	protein nov homolog measurement
EFO:0021081	rdfs:label	1-eicosatrienoylglycerophosphocholine measurement
EFO:0010610	rdfs:label	tumor necrosis factor receptor superfamily member 6 measurement@en
EFO:0020699	rdfs:label	ras-related c3 botulinum toxin substrate 1 measurement
EFO:0021222	rdfs:label	X-11299 measurement
EFO:0006949	rdfs:label	wine liking measurement
EFO:0006266	rdfs:label	sum of skinfolds
EFO:0021191	rdfs:label	X-04495 measurement
EFO:0021332	rdfs:label	X-12771 measurement
EFO:0021089	rdfs:label	1-palmitoylglycerophosphocholine measurement
EFO:0007646	rdfs:label	amyloid plaque accumulation rate
EFO:0004358	rdfs:label	event-related brain oscillation
EFO:0020608	rdfs:label	nidogen-2 measurement
EFO:0007702	rdfs:label	hip bone mineral density
EFO:0021199	rdfs:label	X-06246 measurement
EFO:0020415	rdfs:label	glypican-3 measurement
EFO:0010513	rdfs:label	nucleotide measurement@en
EFO:0010398	rdfs:label	sphingomyelin 24:1 measurement@en
EFO:0600001	rdfs:label	ghrelin measurement
EFO:0009116	rdfs:label	vitamin supplement exposure measurement
EFO:0008591	rdfs:label	free cholesterol measurement
EFO:0007812	rdfs:label	Plasmodium falciparum antigen IgG measurement
EFO:0020183	rdfs:label	BMP-binding endothelial regulator protein measurement
EFO:0020740	rdfs:label	sialoadhesin measurement
EFO:0010623	rdfs:label	tissue factor measurement@en
EFO:0010776	rdfs:label	CUB domain containing protein 1 measurement
EFO:0005278	rdfs:label	cardiovascular disease biomarker measurement
EFO:0004512	rdfs:label	bone measurement
EFO:0009924	rdfs:label	Drugs used in diabetes use measurement
EFO:0008114	rdfs:label	dynein light chain roadblock-type 1 measurement
EFO:0020719	rdfs:label	secretin measurement
EFO:0021042	rdfs:label	octanoylcarnitine measurement
EFO:0009702	rdfs:label	intra-individual reaction time variability measurement
EFO:0020018	rdfs:label	glycerophosphorylcholine measurement@en
EFO:0011013	rdfs:label	vaginal microbiome measurement@en
EFO:0010448	rdfs:label	3-hydroxyphenylacetic acid measurement@en
EFO:0008041	rdfs:label	C-C motif chemokine 1 measurement
EFO:0021152	rdfs:label	glycerol 2-phosphate measurement
EFO:0020128	rdfs:label	adapter molecule CRK measurement
EFO:0010988	rdfs:label	5-oxoproline measurement
EFO:0008055	rdfs:label	C-C motif chemokine 8 measurement
EFO:0009101	rdfs:label	age at first birth measurement
EFO:0008377	rdfs:label	mosquito bite reaction itch intensity measurement
EFO:0020372	rdfs:label	fatty acid-binding protein, epidermal measurement
EFO:0020428	rdfs:label	growth/differentiation factor 2 measurement
EFO:0009095	rdfs:label	psychological measurement
EFO:0021000	rdfs:label	cysteine measurement
EFO:0020482	rdfs:label	intercellular adhesion molecule 3 measurement
EFO:0008049	rdfs:label	C-C motif chemokine 23 measurement
EFO:0005106	rdfs:label	body composition measurement
EFO:0004581	rdfs:label	interleukin 18 measurement
EFO:0010602	rdfs:label	brain age measurement@en
EFO:0007805	rdfs:label	HDL cholesterol change measurement
EFO:0010616	rdfs:label	renin measurement@en
EFO:0007799	rdfs:label	syntactic complexity measurement
EFO:0021348	rdfs:label	X-13429 measurement
EFO:0010384	rdfs:label	phosphatidylcholine 38:2 measurement@en
EFO:0007895	rdfs:label	lutein measurement
EFO:0020440	rdfs:label	hepcidin measurement
EFO:0008203	rdfs:label	lactadherin measurement
EFO:0020649	rdfs:label	platelet-derived growth factor subunitAmeasurement
EFO:0008034	rdfs:label	beta-endorphin measurement
EFO:0009269	rdfs:label	ADAMTS13 measurement
EFO:0009805	rdfs:label	whole body water mass
EFO:0021270	rdfs:label	X-11850 measurement
EFO:0010219	rdfs:label	aldosterone measurement@en
EFO:0007708	rdfs:label	t-tau:beta-amyloid 1-42 ratio measurement
EFO:0008144	rdfs:label	granulysin measurement
EFO:0007757	rdfs:label	persistent Staphylococcus aureus carrier status
EFO:0021306	rdfs:label	X-12435 measurement
EFO:0007818	rdfs:label	athletic endurance measurement
EFO:0008405	rdfs:label	susceptibility to hepatitis B infection measurement
EFO:0020043	rdfs:label	octadecanoids measurement
EFO:0020114	rdfs:label	3-hydroxyacyl-coa dehydrogenase type-2 measurement
EFO:0020343	rdfs:label	ectonucleoside triphosphate diphosphohydrolase 3 measurement
EFO:0021416	rdfs:label	C-glycosyltryptophan-to-succinylcarnitine ratio
EFO:0009227	rdfs:label	Oxyhemoglobin to Total Hemoglobin Ratio Measurement
EFO:0009592	rdfs:label	social interaction measurement
EFO:0004825	rdfs:label	temperament and character inventory
EFO:0010761	rdfs:label	adenosine deaminase measurement
EFO:0008438	rdfs:label	growth hormone measurement
EFO:0020961	rdfs:label	free lanosterol measurement@en
EFO:0020147	rdfs:label	angiopoietin-4 measurement
EFO:0008096	rdfs:label	complement factor B measurement
EFO:0020704	rdfs:label	reticulon-4 measurement
EFO:0021209	rdfs:label	X-09108 measurement
EFO:0010997	rdfs:label	n1-methyl-nicotinamide measurement
EFO:0005528	rdfs:label	parasitemia measurement
EFO:0021263	rdfs:label	X-11805 measurement
EFO:0021319	rdfs:label	X-12645 measurement
EFO:0021006	rdfs:label	pipecolate measurement
EFO:0010162	rdfs:label	death in childhood
EFO:0009932	rdfs:label	HMG CoA reductase inhibitor use measurement
EFO:0021373	rdfs:label	X-14625 measurement
EFO:0010608	rdfs:label	stromelysin‐1 measurement@en
EFO:0021116	rdfs:label	7-alpha-hydroxy-3-oxo-4-cholestenoate 7-Hoca measurement
EFO:0009720	rdfs:label	able to hear with hearing aids
EFO:0010466	rdfs:label	carboxamide measurement@en
EFO:0005682	rdfs:label	oxygen saturation measurement
EFO:0007945	rdfs:label	agoraphobia symptom measurement
EFO:0020852	rdfs:label	wap, kazal, immunoglobulin, kunitz and ntr domain-containing protein 1 measurement
EFO:0600039	rdfs:label	plasma N-desmethylclozapine measurement
EFO:0020210	rdfs:label	cadherin-12 measurement
EFO:0005530	rdfs:label	Trypanosoma cruzi seropositivity
EFO:0020524	rdfs:label	L-lactate dehydrogenase B chain measurement
EFO:0010112	rdfs:label	acetate measurement
EFO:0009751	rdfs:label	facial asymmetry measurement
EFO:0021083	rdfs:label	1-linoleoylglycerophosphocholine measurement
EFO:0020274	rdfs:label	complement C2 measurement
EFO:0004811	rdfs:label	interleukin-8 measurement
EFO:0010348	rdfs:label	cholesteryl ester 20:4 measurement@en
EFO:0004352	rdfs:label	mortality
EFO:0010905	rdfs:label	BK polyomavirus seropositivity@en
EFO:0008424	rdfs:label	IgG digalactosylation measurement
EFO:0021352	rdfs:label	X-13496 measurement
EFO:0021408	rdfs:label	X-13215-to-X-13671 ratio
EFO:0008255	rdfs:label	particulate matter air pollution measurement
EFO:0008082	rdfs:label	chemokine (C-C motif) ligand 27 measurement
EFO:0020049	rdfs:label	phosphatidylserines measurement
EFO:0009861	rdfs:label	chromosome-type aberration frequency
EFO:0021193	rdfs:label	X-04499--3,4-dihydroxybutyrate measurement
EFO:0020628	rdfs:label	periostin measurement
EFO:0004713	rdfs:label	FEV/FEC ratio
EFO:0009749	rdfs:label	age at first sexual intercourse measurement
EFO:0010780	rdfs:label	CXCL9 measurement
EFO:0007938	rdfs:label	coronary atherosclerosis measurement
EFO:0020672	rdfs:label	protein e7_hpv18 measurement
EFO:0020967	rdfs:label	esterified sitosterol measurement@en
EFO:0021102	rdfs:label	caproate 6:0 measurement
EFO:0020022	rdfs:label	N-acetylneuraminate measurement@en
EFO:0021255	rdfs:label	X-11552 measurement
EFO:0010452	rdfs:label	adenosine diphosphate measurement@en
EFO:0020344	rdfs:label	ectonucleotide pyrophosphatase/phosphodiesterase family member 7 measurement
EFO:0020132	rdfs:label	aflatoxin B1 aldehyde reductase member 2 measurement
EFO:0004873	rdfs:label	cytokine measurement
EFO:0010230	rdfs:label	phosphatidylinositol measurement@en
EFO:0021118	rdfs:label	cortisone measurement
EFO:0021365	rdfs:label	X-14205--alpha-glutamyltyrosine measurement
EFO:0010982	rdfs:label	3-hydroxybutyrate measurement
EFO:0020630	rdfs:label	peroxiredoxin-5, mitochondrial measurement
EFO:0007679	rdfs:label	oppositional defiant disorder measurement
EFO:0600072	rdfs:label	human polyomavirus 6 seropositivity
EFO:0004909	rdfs:label	dihydrotestosterone measurement
EFO:0008075	rdfs:label	cation-independent mannose-6-phosphate receptor measurement
EFO:0020510	rdfs:label	junctional adhesion molecule C measurement
EFO:0006899	rdfs:label	PCSK9 protein measurement
EFO:0021213	rdfs:label	X-10395 measurement
EFO:0009103	rdfs:label	theory of mind measurement
EFO:0008185	rdfs:label	interleukin 5 measurement
EFO:0005081	rdfs:label	surfactant protein D measurement
EFO:0020487	rdfs:label	interleukin-1 receptor type 1 measurement
EFO:0020247	rdfs:label	CD48 antigen measurement
EFO:0020226	rdfs:label	carbohydrate sulfotransferase 6 measurement
EFO:0008326	rdfs:label	a disintegrin and metalloproteinase with thrombospondin motifs 5 measurement
EFO:0021323	rdfs:label	X-12712 measurement
EFO:0005536	rdfs:label	nitric oxide exhalation measurement
EFO:0020533	rdfs:label	leucine-rich repeat transmembrane protein FLRT1 measurement
EFO:0005089	rdfs:label	whole-brain volume
EFO:0010435	rdfs:label	triacylglycerol 56:8 measurement@en
EFO:0007924	rdfs:label	tonsillectomy risk measurement
EFO:0010223	rdfs:label	diglyceride measurement@en
EFO:0007973	rdfs:label	palmitoleic acid measurement
EFO:0004866	rdfs:label	autoantibody measurement
EFO:0010050	rdfs:label	thyroglobulin measurement
EFO:0020401	rdfs:label	gdnf family receptor alpha-3 measurement
EFO:0008088	rdfs:label	collectin-11 measurement
EFO:0009210	rdfs:label	Hemoglobin A1 to Total Hemoglobin Ratio Measurement
EFO:0010545	rdfs:label	uridine diphosphate measurement@en
EFO:0006939	rdfs:label	cup-to-disc ratio measurement
EFO:0020745	rdfs:label	somatostatin-28 measurement
EFO:0006524	rdfs:label	L-arginine measurement
EFO:0021033	rdfs:label	biliverdin measurement
EFO:0004302	rdfs:label	anthropometric measurement
EFO:0021047	rdfs:label	docosahexaenoate DHA; 22:6n3 measurement
EFO:0003960	rdfs:label	computed tomography
EFO:0006807	rdfs:label	linoleic acid measurement
EFO:0006810	rdfs:label	oleic acid measurement
EFO:0009218	rdfs:label	Hemoglobin E to Total Hemoglobin Ratio Measurement
EFO:0010349	rdfs:label	cholesteryl ester 20:5 measurement@en
EFO:0008146	rdfs:label	growth-regulated alpha protein measurement
EFO:0021143	rdfs:label	gamma-glutamylthreonine measurement
EFO:0021157	rdfs:label	hydroquinone sulfate measurement
EFO:0020363	rdfs:label	erythropoietin measurement
EFO:0020141	rdfs:label	aminoacylase-1 measurement
EFO:0010271	rdfs:label	bacterial pathogen genotype measurement
EFO:0007986	rdfs:label	reticulocyte count
EFO:0020893	rdfs:label	3-hydroxybutyrate change measurement
EFO:0008312	rdfs:label	tyrosine-protein kinase receptor Tie-1, soluble measurement
EFO:0600091	rdfs:label	complement factor H-related protein 4 measurement
EFO:0020636	rdfs:label	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform:phosphatidylinositol 3-kinase regulatory subunit alpha complex measurement
EFO:0009767	rdfs:label	glycine measurement
EFO:0010607	rdfs:label	tumor necrosis factor, receptor superfamily, member 5 measurement@en
EFO:0020565	rdfs:label	mesothelin measurement
EFO:0020308	rdfs:label	cytoplasmic tyrosine-protein kinase BMX measurement
EFO:0021339	rdfs:label	X-12844 measurement
EFO:0007840	rdfs:label	pesticide exposure measurement
EFO:0008194	rdfs:label	kallikrein-12 measurement
EFO:0009439	rdfs:label	multiple births measurement
EFO:0010932	rdfs:label	urokinase plasminogen activator surface receptor measurement
EFO:0008463	rdfs:label	glucagon measurement
EFO:0010460	rdfs:label	anthranilic acid measurement@en
EFO:0021393	rdfs:label	X-11440-to-4-androsten-3beta,17beta-diol disulfate 2 ratio
EFO:0010531	rdfs:label	S-adenosylhomocysteine measurement@en
EFO:0004644	rdfs:label	TPE interval measurement
EFO:0006925	rdfs:label	lipoprotein A measurement
EFO:0021136	rdfs:label	DSGEGDFXAEGGGVR measurement
EFO:0020211	rdfs:label	cadherin-15 measurement
EFO:0000724	rdfs:label	timepoint
EFO:0010814	rdfs:label	proinsulin measurement
EFO:0009324	rdfs:label	APOL1 risk genotype carrier status
EFO:0007979	rdfs:label	childhood trauma measurement
EFO:0020994	rdfs:label	cancer antigen 50 measurement@en
EFO:0020737	rdfs:label	sh2 domain-containing protein 1a measurement
EFO:0007743	rdfs:label	influenza A severity measurement
EFO:0009251	rdfs:label	Rubricyte Count
EFO:0020456	rdfs:label	homeobox protein nanog measurement
EFO:0020230	rdfs:label	carbonic anhydrase 4 measurement
EFO:0020244	rdfs:label	cathepsin L2 measurement
EFO:0004509	rdfs:label	hemoglobin measurement
EFO:0009587	rdfs:label	anhedonia measurement
EFO:0010374	rdfs:label	phosphatidylcholine 32:2 measurement@en
EFO:0021296	rdfs:label	X-12230 measurement
EFO:0021039	rdfs:label	decanoylcarnitine measurement
EFO:0021402	rdfs:label	10-undecenoate 11:1n1-to-X-11438 ratio
EFO:0021088	rdfs:label	1-palmitoleoylglycerophosphocholine measurement
EFO:0000627	rdfs:label	number of injections
EFO:0004357	rdfs:label	electroencephalogram measurement
EFO:0010925	rdfs:label	protein S100-A12 measurement
EFO:0021149	rdfs:label	4-vinylphenol sulfate measurement
EFO:0009355	rdfs:label	Anti-measles virus IgG measurement
EFO:0010766	rdfs:label	CCL20 measurement
EFO:0020069	rdfs:label	diacylglycerol 44:7 measurement
EFO:0010509	rdfs:label	maleate measurement@en
EFO:0010499	rdfs:label	hyodeoxycholate measurement@en
EFO:0021254	rdfs:label	X-11550 measurement
EFO:0020885	rdfs:label	glutamine change measurement
EFO:0008257	rdfs:label	peptidyl-prolyl cis-trans isomerase E measurement
EFO:0009863	rdfs:label	anxiety measurement
EFO:0008589	rdfs:label	esterified cholesterol measurement
EFO:0009694	rdfs:label	beta-lactam allergy measurement
EFO:0007047	rdfs:label	Toxoplasma gondii seropositivity
EFO:0009923	rdfs:label	Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement
EFO:0004511	rdfs:label	femoral neck bone geometry
EFO:0010084	rdfs:label	anti-meningococcal C IgG measurement
EFO:0021122	rdfs:label	N1-methyladenosine measurement
EFO:0011009	rdfs:label	glycochenodeoxycholate 3-O-glucuronide measurement@en
EFO:0020843	rdfs:label	ubiquitin-fold modifier-conjugating enzyme 1 measurement
EFO:0020371	rdfs:label	fact complex subunit ssrp1 measurement
EFO:0008542	rdfs:label	complement C3d subcomponent measurement
EFO:0007775	rdfs:label	thrombin-antithrombin complex measurement
EFO:0010360	rdfs:label	lysophosphatidylcholine 18:1 measurement@en
EFO:0021324	rdfs:label	X-12717 measurement
EFO:0004746	rdfs:label	lipoprotein-associated phospholipase A(2) measurement
EFO:0008398	rdfs:label	T wave morphology measurement
EFO:0020529	rdfs:label	layilin measurement
EFO:0006919	rdfs:label	cardiovascular event measurement
EFO:0010117	rdfs:label	pyruvate measurement
EFO:0021074	rdfs:label	stearate 18:0 measurement
EFO:0005110	rdfs:label	fatty acid measurement
EFO:0004343	rdfs:label	waist-hip ratio
EFO:0010097	rdfs:label	sugar sweetened beverage consumption measurement
EFO:0010911	rdfs:label	C-X-C motif chemokine 16 measurement
EFO:0006848	rdfs:label	mental or behavioural disorder biomarker
EFO:0021357	rdfs:label	X-13658 measurement
EFO:0021184	rdfs:label	X-02973 measurement
EFO:0020400	rdfs:label	gdnf family receptor alpha-1 measurement
EFO:0008241	rdfs:label	NAD-dependent protein deacetylase sirtuin-2 measurement
EFO:0008290	rdfs:label	spondin-1 measurement
EFO:0021227	rdfs:label	X-11374 measurement
EFO:0007929	rdfs:label	triglyceride:HDL cholesterol ratio
EFO:0010758	rdfs:label	anti-Kaposi's sarcoma-associated herpesvirus antibody measurement@en
EFO:0009268	rdfs:label	family history of Alzheimer’s disease
EFO:0008351	rdfs:label	amyloid deposition measurement
EFO:0020958	rdfs:label	total brassicasterol measurement@en
EFO:0020677	rdfs:label	protein kinase c alpha type measurement
EFO:0008249	rdfs:label	nidogen-1 measurement
EFO:0010353	rdfs:label	diacylglycerol 34:2 measurement@en
EFO:0007761	rdfs:label	docosahexaenoic acid measurement
EFO:0021310	rdfs:label	X-12450 measurement
EFO:0020188	rdfs:label	bone morphogenetic protein receptor type-1a measurement
EFO:0007681	rdfs:label	triglyceride change measurement
EFO:0020349	rdfs:label	enteropeptidase measurement
EFO:0008359	rdfs:label	eicosadienoic acid measurement
EFO:0004517	rdfs:label	arterial stiffness measurement
EFO:0009929	rdfs:label	Beta blocking agent use measurement
EFO:0021420	rdfs:label	glutamine-to-histidine ratio
EFO:0600077	rdfs:label	cardiac troponin I change measurement
EFO:0021177	rdfs:label	caffeine measurement
EFO:0010770	rdfs:label	CCL3 measurement
EFO:0020849	rdfs:label	vasoactive intestinal peptide measurement
EFO:0007792	rdfs:label	antipsychotic drug use measurement
EFO:0008171	rdfs:label	interleukin 13 measurement
EFO:0020778	rdfs:label	transcription factor IIIb 90 kda subunit measurement
EFO:0020302	rdfs:label	cytochrome C measurement
EFO:0005527	rdfs:label	ejection fraction measurement
EFO:0020292	rdfs:label	creatine kinase m-type:creatine kinase b-type heterodimer measurement
EFO:0010119	rdfs:label	omega-3 polyunsaturated fatty acid measurement
EFO:0010366	rdfs:label	lysophosphatidylethanolamine 16:0 measurement@en
EFO:0007017	rdfs:label	peanut allergy measurement
EFO:0004621	rdfs:label	vitamin B6 measurement
EFO:0005126	rdfs:label	arylesterase enzyme measurement
EFO:0010158	rdfs:label	sugar consumption measurement
EFO:0020070	rdfs:label	diacylglycerol 44:6 measurement
EFO:0010426	rdfs:label	triacylglycerol 54:8 measurement@en
EFO:0021130	rdfs:label	leucylleucine measurement
EFO:0004857	rdfs:label	vitamin A measurement
EFO:0008033	rdfs:label	beta-Ala-His dipeptidase measurement
EFO:0010966	rdfs:label	pneumonia severity measurement
EFO:0010480	rdfs:label	fumarate measurement@en
EFO:0020406	rdfs:label	glucokinase regulatory protein measurement
EFO:0010536	rdfs:label	taurine measurement@en
EFO:0009792	rdfs:label	valine measurement
EFO:0008465	rdfs:label	glucagon-like peptide-1 measurement
EFO:0600038	rdfs:label	plasma clozapine measurement
EFO:0020216	rdfs:label	calcium-dependent phospholipase A2 measurement
EFO:0020460	rdfs:label	icos ligand measurement
EFO:0010590	rdfs:label	matrix metalloproteinase 12 measurement@en
EFO:0008027	rdfs:label	annexin A2 measurement
EFO:0020904	rdfs:label	esterified cholesterol change measurement
EFO:0008296	rdfs:label	tenascin measurement
EFO:0020731	rdfs:label	serine/threonine-protein kinase PIM-1 measurement
EFO:0020669	rdfs:label	protein disulfide-isomerase measurement
EFO:0009183	rdfs:label	empathy measurement
EFO:0004503	rdfs:label	hematological measurement
EFO:0009209	rdfs:label	Hemoglobin A to Total Hemoglobin Ratio Measurement
EFO:0004573	rdfs:label	chemerin measurement
EFO:0008137	rdfs:label	galectin-3 measurement
EFO:0011022	rdfs:label	BRCA2 mutation carier statu
EFO:0009725	rdfs:label	friendship satisfaction measurement
EFO:0020598	rdfs:label	neuroblastoma suppressor of tumorigenicity 1 measurement
EFO:0005196	rdfs:label	vasoactive peptide measurement
EFO:0007914	rdfs:label	openness measurement
EFO:0020009	rdfs:label	ethylmalonate measurement@en
EFO:0004810	rdfs:label	interleukin-6 measurement
EFO:0004299	rdfs:label	life expectancy
EFO:0007873	rdfs:label	cartilage thickness measurement
EFO:0020063	rdfs:label	diacylglycerol 36:4 measurement
EFO:0020884	rdfs:label	alanine change measurement
EFO:0020119	rdfs:label	40s ribosomal protein SA measurement
EFO:0008529	rdfs:label	kynurenine measurement
EFO:0010979	rdfs:label	2-hydroxyisobutyrate measurement
EFO:0010493	rdfs:label	glycodeoxycholate measurement@en
EFO:0021231	rdfs:label	X-11423--O-sulfo-L-tyrosine measurement
EFO:0021245	rdfs:label	X-11491 measurement
EFO:0010786	rdfs:label	interleukin-10 receptor B measurement
EFO:0020173	rdfs:label	baculoviral IAP repeat-containing protein 3 measurement
EFO:0020681	rdfs:label	protein kinase c iota type measurement
EFO:0007003	rdfs:label	prolactin measurement
EFO:0010529	rdfs:label	ribose-5-phosphate measurement@en
EFO:0008122	rdfs:label	eotaxin measurement
EFO:0009357	rdfs:label	Anti-rubella virus IgG measurement
EFO:0021108	rdfs:label	1-linoleoylglycerol 1-monolinolein measurement
EFO:0020724	rdfs:label	serine/threonine-protein kinase 16 measurement
EFO:0010639	rdfs:label	pain measurement
EFO:0020551	rdfs:label	malate dehydrogenase, cytoplasmic measurement
EFO:0009284	rdfs:label	chloride measurement
EFO:0020489	rdfs:label	interleukin-10 receptor subunit beta measurement
EFO:0011003	rdfs:label	trimethylamine measurement
EFO:0020834	rdfs:label	tyrosine-protein phosphatase non-receptor type 1 measurement
EFO:0009718	rdfs:label	peak expiratory flow
EFO:0004630	rdfs:label	factor VIII measurement
EFO:0020584	rdfs:label	muellerian-inhibiting factor measurement
EFO:0005512	rdfs:label	estrogen receptor status
EFO:0006898	rdfs:label	airway wall thickness measurement
EFO:0008392	rdfs:label	triiodothyronine measurement
EFO:0010486	rdfs:label	glucuronate measurement@en
EFO:0020447	rdfs:label	high affinity immunoglobulin gamma fc receptor i measurement
EFO:0020694	rdfs:label	pyridoxal phosphate phosphatase measurement
EFO:0021065	rdfs:label	eicosenoate 20:1n9 or 11 measurement
EFO:0010411	rdfs:label	triacylglycerol 50:4 measurement@en
EFO:0007900	rdfs:label	retinol measurement
EFO:0004842	rdfs:label	eosinophil count
EFO:0010596	rdfs:label	monocyte chemotactic protein 1 measurement@en
EFO:0006842	rdfs:label	diabetes mellitus biomarker
EFO:0021351	rdfs:label	X-13477 measurement
EFO:0020786	rdfs:label	tropomyosin alpha-1 chain measurement
EFO:0010444	rdfs:label	triacylglycerol 60:12 measurement@en
EFO:0010515	rdfs:label	organic cation measurement@en
EFO:0005660	rdfs:label	plasma beta-amyloid 1-42 measurement
EFO:0021023	rdfs:label	isobutyrylcarnitine measurement
EFO:0600003	rdfs:label	vitamin C measurement
EFO:0020952	rdfs:label	dopamine beta-hydroxylase measurement@en
EFO:0009390	rdfs:label	sum of neutrophil and eosinophil counts
EFO:0010554	rdfs:label	retinal vasculature measurement@en
EFO:0010625	rdfs:label	xaa‐pro aminopeptidase 2 measurement@en
EFO:0006953	rdfs:label	family history of lung cancer
EFO:0021286	rdfs:label	X-12094 measurement
EFO:0020502	rdfs:label	interleukin-24 measurement
EFO:0010089	rdfs:label	bitter beverage consumption measurement
EFO:0008116	rdfs:label	EGF-like module-containing mucin-like hormone receptor-like 2 measurement
EFO:0008385	rdfs:label	visual acuity measurement
EFO:0009418	rdfs:label	CCL24 measurement
EFO:0005058	rdfs:label	tyrosine measurement
EFO:0020612	rdfs:label	NFSL1 cofactor p47 measurement
EFO:0007837	rdfs:label	anti-citrullinated protein antibody seropositivity
EFO:0008060	rdfs:label	cadherin-5 measurement
EFO:0021171	rdfs:label	erythritol measurement
EFO:0010228	rdfs:label	phosphatidylethanolamine measurement@en
EFO:0010457	rdfs:label	Alpha ketoglutarate measurement@en
EFO:0008318	rdfs:label	vitamin K-dependent protein C measurement
EFO:0008343	rdfs:label	sex interaction measurement
EFO:0008170	rdfs:label	interleukin 12 receptor subunit beta-1 measurement
EFO:0020137	rdfs:label	alpha-2-antiplasmin measurement
EFO:0020208	rdfs:label	C5a anaphylatoxin measurement
EFO:0007037	rdfs:label	cytomegalovirus seropositivity
EFO:0020945	rdfs:label	free cholesterol:total lipids ratio@en
EFO:0020772	rdfs:label	thymic stromal lymphopoietin measurement
EFO:0008453	rdfs:label	calf circumference measurement
EFO:0020515	rdfs:label	kallikrein-5 measurement
EFO:0010430	rdfs:label	triacylglycerol 56:3 measurement@en
EFO:0020322	rdfs:label	desmoglein-2 measurement
EFO:0008010	rdfs:label	[Pyruvate dehydrogenase acetyl-transferring] kinase isozyme 1, mitochondrial measurement
EFO:0020110	rdfs:label	14-3-3 protein sigma measurement
EFO:0007794	rdfs:label	nicotine metabolite ratio
EFO:0004471	rdfs:label	insulin sensitivity measurement
EFO:0000433	rdfs:label	duration
EFO:0006883	rdfs:label	alpha peak frequency measurement
EFO:0021343	rdfs:label	X-12855 measurement
EFO:0010540	rdfs:label	thiamine measurement@en
EFO:0000482	rdfs:label	event free survival time
EFO:0020432	rdfs:label	GTPase kras measurement
EFO:0010703	rdfs:label	trauma exposure measurement@en
EFO:0600050	rdfs:label	plasma leucine rich alpha-2-glycoprotein 1 measurement
EFO:0020220	rdfs:label	calcium/calmodulin-dependent protein kinase type II subunit delta measurement
EFO:0009133	rdfs:label	cholesteryl ester transfer protein measurement
EFO:0021272	rdfs:label	X-11858 measurement
EFO:0021015	rdfs:label	indoleacetate measurement
EFO:0006523	rdfs:label	symmetrical dimethylarginine measurement
EFO:0010813	rdfs:label	fasting C-peptide measurement
EFO:0021029	rdfs:label	glycerate measurement
EFO:0008163	rdfs:label	intercellular adhesion molecule 2 measurement
EFO:0009941	rdfs:label	Inhalant adrenergic use measurement
EFO:0009203	rdfs:label	Carboxyhemoglobin to Total Hemoglobin Ratio Measurement
EFO:0004806	rdfs:label	asbestos exposure measurement
EFO:0009396	rdfs:label	hippocampal CA4 volume
EFO:0008304	rdfs:label	trefoil factor 3 measurement
EFO:0006806	rdfs:label	paragraph delayed recall measurement
EFO:0600058	rdfs:label	blood group
EFO:0004786	rdfs:label	Mini-International Neuropsychiatric Interview
EFO:0020013	rdfs:label	5-methyluridine (ribothymidine) measurement@en
