subject_id	subject_label	subject_category	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	confidence	mapping_date	author_id
26473-9	Leukocytes other/100 leukocytes in Body fluid		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13522-8	Blasts/100 leukocytes in Body fluid by Manual count		skos:relatedMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13521-0	Blasts/100 leukocytes in Cerebral spinal fluid by Manual count		skos:relatedMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
14860-1	Leukocytes other/100 leukocytes in Synovial fluid by Manual count		skos:relatedMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
46702-7	Leukocytes [#/area] in Urine sediment by Automated count		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
6690-2	Leukocytes [#/volume] in Blood by Automated count		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30405-5	Leukocytes [#/volume] in Urine		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26466-3	Leukocytes [#/volume] in Body fluid		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30376-8	Blasts [#/volume] in Blood		skos:relatedMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26465-5	Leukocytes [#/volume] in Cerebral spinal fluid		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
10579-1	Leukocytes [#/volume] in Semen		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26469-7	Leukocytes [#/volume] in Synovial fluid		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
708-8	Blasts [#/volume] in Blood by Manual count		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
33028-2	Leukocytes [#/volume] in Blood from Blood product unit		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
805-2	Leukocytes [#/volume] in Cerebral spinal fluid by Automated count		skos:broadMatch	OBA:VT0000217	leukocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26511-6	Neutrophils/100 leukocytes in Blood		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26505-8	Segmented neutrophils/100 leukocytes in Blood		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26508-2	Band form neutrophils/100 leukocytes in Blood		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
770-8	Neutrophils/100 leukocytes in Blood by Automated count		skos:broadMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
31160-5	Polymorphonuclear cells/100 leukocytes in Blood by Manual count		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
764-1	Band form neutrophils/100 leukocytes in Blood by Manual count		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30230-7	Segmented neutrophils/100 leukocytes in Body fluid by Manual count		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13354-6	Band form neutrophils/100 leukocytes in Body fluid by Manual count		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
9306-2	Polymorphonuclear cells/100 leukocytes in Body fluid by Manual count		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
14107-7	Segmented neutrophils/100 leukocytes in Cerebral spinal fluid by Manual count		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
12278-8	Band form neutrophils/100 leukocytes in Cerebral spinal fluid by Manual count		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
58801-2	Polymorphonuclear cells/100 leukocytes in Peritoneal dialysis fluid		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26522-3	Polymorphonuclear cells/100 leukocytes in Synovial fluid		skos:relatedMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
751-8	Neutrophils [#/volume] in Blood by Automated count		skos:broadMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
753-4	Neutrophils [#/volume] in Blood by Manual count		skos:broadMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
763-3	Band form neutrophils [#/volume] in Blood by Manual count		skos:broadMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26507-4	Band form neutrophils [#/volume] in Blood		skos:broadMatch	OBA:VT0000222	neutrophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
60554-3	CD59 deficient monocytes/100 cells in Blood		skos:relatedMatch	OBA:VT0000223	monocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26485-3	Monocytes/100 leukocytes in Blood		skos:broadMatch	OBA:VT0000223	monocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
5905-5	Monocytes/100 leukocytes in Blood by Automated count		skos:broadMatch	OBA:VT0000223	monocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
744-3	Monocytes/100 leukocytes in Blood by Manual count		skos:broadMatch	OBA:VT0000223	monocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
10330-9	Monocytes/100 leukocytes in Body fluid by Manual count		skos:broadMatch	OBA:VT0000223	monocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
10329-1	Monocytes/100 leukocytes in Cerebral spinal fluid by Manual count		skos:broadMatch	OBA:VT0000223	monocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
742-7	Monocytes [#/volume] in Blood by Automated count		skos:broadMatch	OBA:VT0000223	monocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
743-5	Monocytes [#/volume] in Blood by Manual count		skos:broadMatch	OBA:VT0000223	monocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
53115-2	Immature granulocytes [#/volume] in Blood by Automated count		skos:broadMatch	OBA:VT0000334	granulocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
739-3	Metamyelocytes [#/volume] in Blood by Manual count		skos:broadMatch	OBA:VT0000334	granulocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
748-4	Myelocytes [#/volume] in Blood by Manual count		skos:broadMatch	OBA:VT0000334	granulocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30394-1	Granulocytes [#/volume] in Blood		skos:broadMatch	OBA:VT0000334	granulocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
781-5	Promyelocytes [#/volume] in Blood by Manual count		skos:broadMatch	OBA:VT0000334	granulocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30433-7	Metamyelocytes [#/volume] in Blood		skos:broadMatch	OBA:VT0000334	granulocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30446-9	Myelocytes [#/volume] in Blood		skos:relatedMatch	OBA:VT0000334	granulocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26523-1	Promyelocytes [#/volume] in Blood		skos:relatedMatch	OBA:VT0000334	granulocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
731-0	Lymphocytes [#/volume] in Blood by Automated count		skos:broadMatch	OBA:VT0000717	lymphocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
732-8	Lymphocytes [#/volume] in Blood by Manual count		skos:broadMatch	OBA:VT0000717	lymphocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
33662-8	Erythrocytes.CD59 deficient/100 erythrocytes in Blood		skos:broadMatch	OBA:VT0001586	erythrocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
46419-8	Erythrocytes [#/area] in Urine sediment by Automated count		skos:broadMatch	OBA:VT0001586	erythrocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13945-1	Erythrocytes [#/area] in Urine sediment by Microscopy high power field		skos:broadMatch	OBA:VT0001586	erythrocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
789-8	Erythrocytes [#/volume] in Blood by Automated count		skos:broadMatch	OBA:VT0001586	erythrocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
771-6	Nucleated erythrocytes [#/volume] in Blood by Automated count		skos:broadMatch	OBA:VT0001586	erythrocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30392-5	Nucleated erythrocytes [#/volume] in Blood		skos:broadMatch	OBA:VT0001586	erythrocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
20409-9	Erythrocytes [#/volume] in Urine by Test strip		skos:broadMatch	OBA:VT0001586	erythrocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
23860-0	Erythrocytes [#/volume] in Body fluid by Automated count		skos:broadMatch	OBA:VT0001586	erythrocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
791-4	Erythrocytes [#/volume] in Cerebral spinal fluid by Automated count		skos:broadMatch	OBA:VT0001586	erythrocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26458-0	Erythrocytes [#/volume] in Synovial fluid		skos:broadMatch	OBA:VT0001586	erythrocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
6741-3	Erythrocytes [#/volume] in Body fluid by Manual count		skos:broadMatch	OBA:VT0001586	erythrocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
19225-2	Deoxyhemoglobin/Hemoglobin.total in Arterial blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2030-5	Carboxyhemoglobin/Hemoglobin.total in Arterial blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
4548-4	Hemoglobin A1c/Hemoglobin.total in Blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2614-6	Methemoglobin/Hemoglobin.total in Blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
20563-3	Carboxyhemoglobin/Hemoglobin.total in Blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
4625-0	Hemoglobin S/Hemoglobin.total in Blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
4551-8	Hemoglobin A2/Hemoglobin.total in Blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
4563-3	Hemoglobin C/Hemoglobin.total in Blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
4576-5	Hemoglobin F/Hemoglobin.total in Blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
4575-7	Hemoglobin E/Hemoglobin.total in Blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
4569-0	Hemoglobin D/Hemoglobin.total in Blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
4547-6	Hemoglobin A1/Hemoglobin.total in Blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
48343-8	Hemoglobin.other/Hemoglobin.total in Blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
4552-6	Hemoglobin A2/Hemoglobin.total in Blood by Electrophoresis		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
20572-4	Hemoglobin A/Hemoglobin.total in Blood by Electrophoresis		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
32683-5	Hemoglobin S/Hemoglobin.total in Blood by Electrophoresis		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
32682-7	Hemoglobin F/Hemoglobin.total in Blood by Electrophoresis		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
32017-6	Hemoglobin.other/Hemoglobin.total in Blood by Electrophoresis		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
32681-9	Hemoglobin C/Hemoglobin.total in Blood by Electrophoresis		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
4633-4	Hemoglobin F/Hemoglobin.total in Blood by Kleihauer-Betke method		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2032-1	Carboxyhemoglobin/Hemoglobin.total in Venous blood		skos:broadMatch	OBA:VT0001588	blood hemoglobin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
6742-1	Erythrocyte morphology finding [Identifier] in Blood		skos:broadMatch	OBA:VT0002447	erythrocyte morphology trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
713-8	Eosinophils/100 leukocytes in Blood by Automated count		skos:broadMatch	OBA:VT0002602	eosinophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
714-6	Eosinophils/100 leukocytes in Blood by Manual count		skos:broadMatch	OBA:VT0002602	eosinophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
12209-3	Eosinophils/100 leukocytes in Body fluid by Manual count		skos:broadMatch	OBA:VT0002602	eosinophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
12208-5	Eosinophils/100 leukocytes in Cerebral spinal fluid by Manual count		skos:broadMatch	OBA:VT0002602	eosinophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30378-4	Eosinophils/100 leukocytes in Nose		skos:broadMatch	OBA:VT0002602	eosinophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
12210-1	Eosinophils/100 leukocytes in Urine sediment by Manual count		skos:broadMatch	OBA:VT0002602	eosinophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
711-2	Eosinophils [#/volume] in Blood by Automated count		skos:broadMatch	OBA:VT0002602	eosinophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
712-0	Eosinophils [#/volume] in Blood by Manual count		skos:broadMatch	OBA:VT0002602	eosinophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30180-4	Basophils/100 leukocytes in Blood		skos:relatedMatch	OBA:VT0002607	basophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
706-2	Basophils/100 leukocytes in Blood by Automated count		skos:broadMatch	OBA:VT0002607	basophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
707-0	Basophils/100 leukocytes in Blood by Manual count		skos:broadMatch	OBA:VT0002607	basophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
12179-8	Basophils/100 leukocytes in Body fluid by Manual count		skos:broadMatch	OBA:VT0002607	basophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13519-4	Basophils/100 leukocytes in Cerebral spinal fluid by Manual count		skos:broadMatch	OBA:VT0002607	basophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
704-7	Basophils [#/volume] in Blood by Automated count		skos:broadMatch	OBA:VT0002607	basophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
705-4	Basophils [#/volume] in Blood by Manual count		skos:broadMatch	OBA:VT0002607	basophil quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13986-5	Albumin/Protein.total in 24 hour Urine by Electrophoresis		skos:broadMatch	OBA:VT0002871	urine albumin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
13992-3	Albumin/Protein.total in Urine by Electrophoresis		skos:broadMatch	OBA:VT0002871	urine albumin amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30166-3	Thyroid stimulating immunoglobulins actual/normal in Serum		skos:broadMatch	OBA:VT0002876	thyroid gland physiology trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
17849-1	Reticulocytes/100 erythrocytes in Blood by Automated count		skos:broadMatch	OBA:VT0003135	reticulocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
60474-4	Reticulocytes [#/volume] in Blood by Automated count		skos:broadMatch	OBA:VT0003135	reticulocyte quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
777-3	Platelets [#/volume] in Blood by Automated count		skos:broadMatch	OBA:VT0003179	platelet quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
26515-7	Platelets [#/volume] in Blood		skos:broadMatch	OBA:VT0003179	platelet quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
24049-9	Alpha galactosidase A [Enzymatic activity/mass] in Leukocytes		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
49231-4	Cholinesterase [Enzymatic activity/mass] in Red Blood Cells		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
49228-0	Porphobilinogen deaminase [Enzymatic activity/mass] in Red Blood Cells		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
32552-2	Pyruvate kinase [Enzymatic activity/mass] in Red Blood Cells		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
50759-0	Beta-N-acetylhexosaminidase.A [Enzymatic activity/mass] in Leukocytes		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
24078-8	Cerebroside sulfatase [Enzymatic activity/mass] in Leukocytes		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1742-6	Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1920-8	Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
6768-6	Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
3040-3	Lipase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
14804-9	Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2157-6	Creatine kinase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2532-0	Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2324-2	Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1798-8	Amylase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
76630-3	Amylase [Enzymatic activity/volume] in Blood		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1795-4	Amylase [Enzymatic activity/volume] in Body fluid		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1761-6	Aldolase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2529-6	Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2915-7	Renin [Enzymatic activity/volume] in Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2357-2	Glucose-6-Phosphate dehydrogenase [Enzymatic activity/volume] in Red Blood Cells		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
16182-8	Alkaline phosphatase isoenzymes [Enzymatic activity/volume] in Serum or Plasma by Heat stability		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1779-8	Alkaline phosphatase.liver [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
